tipo_de_arco,i,j,s,a,b,c,m,n
localidade,F_4_entrada,F_4_saida,5,86817,29,1000.0,0,0
localidade,F_4_entrada,F_4_saida,6,86817,95,1000.0,0,0
localidade,F_4_entrada,F_4_saida,7,86817,73,1000.0,0,0
localidade,F_4_entrada,F_4_saida,8,86817,87,1000.0,0,0
localidade,F_4_entrada,F_4_saida,9,86817,86,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,0,23547,63,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,1,23547,53,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,2,23547,36,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,3,23547,13,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,4,23547,26,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,5,23547,21,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,6,23547,23,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,7,23547,68,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,8,23547,59,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,9,23547,29,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,0,93600,68,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,1,93600,96,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,2,93600,65,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,3,93600,43,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,4,93600,21,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,5,93600,83,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,6,93600,54,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,7,93600,93,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,8,93600,64,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,9,93600,85,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,0,62037,25,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,1,62037,43,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,2,62037,79,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,3,62037,16,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,4,62037,34,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,5,62037,41,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,6,62037,25,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,7,62037,82,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,8,62037,64,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,9,62037,87,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,0,73047,71,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,1,73047,37,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,2,73047,91,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,3,73047,98,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,4,73047,77,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,5,73047,77,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,6,73047,12,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,7,73047,84,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,8,73047,11,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,9,73047,37,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,0,67564,19,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,1,67564,66,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,2,67564,57,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,3,67564,13,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,4,67564,65,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,5,67564,85,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,6,67564,66,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,7,67564,12,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,8,67564,86,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,9,67564,27,1000.0,0,0
localidade,C_0_entrada,C_0_saida,0,49982,73,1000.0,0,0
localidade,C_0_entrada,C_0_saida,1,49982,57,1000.0,0,0
localidade,C_0_entrada,C_0_saida,2,49982,61,1000.0,0,0
localidade,C_0_entrada,C_0_saida,3,49982,18,1000.0,0,0
localidade,C_0_entrada,C_0_saida,4,49982,76,1000.0,0,0
localidade,C_0_entrada,C_0_saida,5,49982,51,1000.0,0,0
localidade,C_0_entrada,C_0_saida,6,49982,52,1000.0,0,0
localidade,C_0_entrada,C_0_saida,7,49982,82,1000.0,0,0
localidade,C_0_entrada,C_0_saida,8,49982,27,1000.0,0,0
localidade,C_0_entrada,C_0_saida,9,49982,90,1000.0,0,0
localidade,C_1_entrada,C_1_saida,0,79637,50,1000.0,0,0
localidade,C_1_entrada,C_1_saida,1,79637,31,1000.0,0,0
localidade,C_1_entrada,C_1_saida,2,79637,50,1000.0,0,0
localidade,C_1_entrada,C_1_saida,3,79637,30,1000.0,0,0
localidade,C_1_entrada,C_1_saida,4,79637,74,1000.0,0,0
localidade,C_1_entrada,C_1_saida,5,79637,96,1000.0,0,0
localidade,C_1_entrada,C_1_saida,6,79637,63,1000.0,0,0
localidade,C_1_entrada,C_1_saida,7,79637,56,1000.0,0,0
localidade,C_1_entrada,C_1_saida,8,79637,98,1000.0,0,0
localidade,C_1_entrada,C_1_saida,9,79637,29,1000.0,0,0
localidade,C_2_entrada,C_2_saida,0,23873,22,1000.0,0,0
localidade,C_2_entrada,C_2_saida,1,23873,40,1000.0,0,0
localidade,C_2_entrada,C_2_saida,2,23873,96,1000.0,0,0
localidade,C_2_entrada,C_2_saida,3,23873,29,1000.0,0,0
localidade,C_2_entrada,C_2_saida,4,23873,88,1000.0,0,0
localidade,C_2_entrada,C_2_saida,5,23873,70,1000.0,0,0
localidade,C_2_entrada,C_2_saida,6,23873,56,1000.0,0,0
localidade,C_2_entrada,C_2_saida,7,23873,33,1000.0,0,0
localidade,C_2_entrada,C_2_saida,8,23873,93,1000.0,0,0
localidade,C_2_entrada,C_2_saida,9,23873,31,1000.0,0,0
localidade,C_3_entrada,C_3_saida,0,57893,33,1000.0,0,0
localidade,C_3_entrada,C_3_saida,1,57893,98,1000.0,0,0
localidade,C_3_entrada,C_3_saida,2,57893,72,1000.0,0,0
localidade,C_3_entrada,C_3_saida,3,57893,68,1000.0,0,0
localidade,C_3_entrada,C_3_saida,4,57893,81,1000.0,0,0
localidade,C_3_entrada,C_3_saida,5,57893,99,1000.0,0,0
localidade,C_3_entrada,C_3_saida,6,57893,26,1000.0,0,0
localidade,C_3_entrada,C_3_saida,7,57893,11,1000.0,0,0
localidade,C_3_entrada,C_3_saida,8,57893,52,1000.0,0,0
localidade,C_3_entrada,C_3_saida,9,57893,40,1000.0,0,0
localidade,C_4_entrada,C_4_saida,0,14055,91,1000.0,0,0
localidade,C_4_entrada,C_4_saida,1,14055,56,1000.0,0,0
localidade,C_4_entrada,C_4_saida,2,14055,88,1000.0,0,0
localidade,C_4_entrada,C_4_saida,3,14055,38,1000.0,0,0
localidade,C_4_entrada,C_4_saida,4,14055,32,1000.0,0,0
localidade,C_4_entrada,C_4_saida,5,14055,39,1000.0,0,0
localidade,C_4_entrada,C_4_saida,6,14055,47,1000.0,0,0
localidade,C_4_entrada,C_4_saida,7,14055,60,1000.0,0,0
localidade,C_4_entrada,C_4_saida,8,14055,64,1000.0,0,0
localidade,C_4_entrada,C_4_saida,9,14055,91,1000.0,0,0
localidade,C_5_entrada,C_5_saida,0,41186,46,1000.0,0,0
localidade,C_5_entrada,C_5_saida,1,41186,35,1000.0,0,0
localidade,C_5_entrada,C_5_saida,2,41186,34,1000.0,0,0
localidade,C_5_entrada,C_5_saida,3,41186,11,1000.0,0,0
localidade,C_5_entrada,C_5_saida,4,41186,61,1000.0,0,0
localidade,C_5_entrada,C_5_saida,5,41186,47,1000.0,0,0
localidade,C_5_entrada,C_5_saida,6,41186,10,1000.0,0,0
localidade,C_5_entrada,C_5_saida,7,41186,30,1000.0,0,0
localidade,C_5_entrada,C_5_saida,8,41186,54,1000.0,0,0
localidade,C_5_entrada,C_5_saida,9,41186,75,1000.0,0,0
localidade,C_6_entrada,C_6_saida,0,46350,32,1000.0,0,0
localidade,C_6_entrada,C_6_saida,1,46350,35,1000.0,0,0
localidade,C_6_entrada,C_6_saida,2,46350,97,1000.0,0,0
localidade,C_6_entrada,C_6_saida,3,46350,54,1000.0,0,0
localidade,C_6_entrada,C_6_saida,4,46350,28,1000.0,0,0
localidade,C_6_entrada,C_6_saida,5,46350,54,1000.0,0,0
localidade,C_6_entrada,C_6_saida,6,46350,46,1000.0,0,0
localidade,C_6_entrada,C_6_saida,7,46350,15,1000.0,0,0
localidade,C_6_entrada,C_6_saida,8,46350,74,1000.0,0,0
localidade,C_6_entrada,C_6_saida,9,46350,68,1000.0,0,0
localidade,C_7_entrada,C_7_saida,0,20302,64,1000.0,0,0
localidade,C_7_entrada,C_7_saida,1,20302,16,1000.0,0,0
localidade,C_7_entrada,C_7_saida,2,20302,27,1000.0,0,0
localidade,C_7_entrada,C_7_saida,3,20302,73,1000.0,0,0
localidade,C_7_entrada,C_7_saida,4,20302,77,1000.0,0,0
localidade,C_7_entrada,C_7_saida,5,20302,51,1000.0,0,0
localidade,C_7_entrada,C_7_saida,6,20302,50,1000.0,0,0
localidade,C_7_entrada,C_7_saida,7,20302,53,1000.0,0,0
localidade,C_7_entrada,C_7_saida,8,20302,92,1000.0,0,0
localidade,C_7_entrada,C_7_saida,9,20302,79,1000.0,0,0
localidade,C_8_entrada,C_8_saida,0,48915,28,1000.0,0,0
localidade,C_8_entrada,C_8_saida,1,48915,88,1000.0,0,0
localidade,C_8_entrada,C_8_saida,2,48915,98,1000.0,0,0
localidade,C_8_entrada,C_8_saida,3,48915,79,1000.0,0,0
localidade,C_8_entrada,C_8_saida,4,48915,87,1000.0,0,0
localidade,C_8_entrada,C_8_saida,5,48915,31,1000.0,0,0
localidade,C_8_entrada,C_8_saida,6,48915,88,1000.0,0,0
localidade,C_8_entrada,C_8_saida,7,48915,26,1000.0,0,0
localidade,C_8_entrada,C_8_saida,8,48915,57,1000.0,0,0
localidade,C_8_entrada,C_8_saida,9,48915,15,1000.0,0,0
localidade,C_9_entrada,C_9_saida,0,16638,53,1000.0,0,0
localidade,C_9_entrada,C_9_saida,1,16638,71,1000.0,0,0
localidade,C_9_entrada,C_9_saida,2,16638,37,1000.0,0,0
localidade,C_9_entrada,C_9_saida,3,16638,71,1000.0,0,0
localidade,C_9_entrada,C_9_saida,4,16638,49,1000.0,0,0
localidade,C_9_entrada,C_9_saida,5,16638,29,1000.0,0,0
localidade,C_9_entrada,C_9_saida,6,16638,13,1000.0,0,0
localidade,C_9_entrada,C_9_saida,7,16638,63,1000.0,0,0
localidade,C_9_entrada,C_9_saida,8,16638,65,1000.0,0,0
localidade,C_9_entrada,C_9_saida,9,16638,97,1000.0,0,0
localidade,C_10_entrada,C_10_saida,0,98585,97,1000.0,0,0
localidade,C_10_entrada,C_10_saida,1,98585,63,1000.0,0,0
localidade,C_10_entrada,C_10_saida,2,98585,54,1000.0,0,0
localidade,C_10_entrada,C_10_saida,3,98585,16,1000.0,0,0
localidade,C_10_entrada,C_10_saida,4,98585,86,1000.0,0,0
localidade,C_10_entrada,C_10_saida,5,98585,23,1000.0,0,0
localidade,C_10_entrada,C_10_saida,6,98585,86,1000.0,0,0
localidade,C_10_entrada,C_10_saida,7,98585,20,1000.0,0,0
localidade,C_10_entrada,C_10_saida,8,98585,49,1000.0,0,0
localidade,C_10_entrada,C_10_saida,9,98585,71,1000.0,0,0
localidade,C_11_entrada,C_11_saida,0,53588,64,1000.0,0,0
localidade,C_11_entrada,C_11_saida,1,53588,61,1000.0,0,0
localidade,C_11_entrada,C_11_saida,2,53588,97,1000.0,0,0
localidade,C_11_entrada,C_11_saida,3,53588,26,1000.0,0,0
localidade,C_11_entrada,C_11_saida,4,53588,72,1000.0,0,0
localidade,C_11_entrada,C_11_saida,5,53588,61,1000.0,0,0
localidade,C_11_entrada,C_11_saida,6,53588,53,1000.0,0,0
localidade,C_11_entrada,C_11_saida,7,53588,89,1000.0,0,0
localidade,C_11_entrada,C_11_saida,8,53588,85,1000.0,0,0
localidade,C_11_entrada,C_11_saida,9,53588,27,1000.0,0,0
localidade,C_12_entrada,C_12_saida,0,26023,75,1000.0,0,0
localidade,C_12_entrada,C_12_saida,1,26023,89,1000.0,0,0
localidade,C_12_entrada,C_12_saida,2,26023,10,1000.0,0,0
localidade,C_12_entrada,C_12_saida,3,26023,39,1000.0,0,0
localidade,C_12_entrada,C_12_saida,4,26023,24,1000.0,0,0
localidade,C_12_entrada,C_12_saida,5,26023,75,1000.0,0,0
localidade,C_12_entrada,C_12_saida,6,26023,59,1000.0,0,0
localidade,C_12_entrada,C_12_saida,7,26023,82,1000.0,0,0
localidade,C_12_entrada,C_12_saida,8,26023,91,1000.0,0,0
localidade,C_12_entrada,C_12_saida,9,26023,63,1000.0,0,0
localidade,C_13_entrada,C_13_saida,0,12529,58,1000.0,0,0
localidade,C_13_entrada,C_13_saida,1,12529,26,1000.0,0,0
localidade,C_13_entrada,C_13_saida,2,12529,89,1000.0,0,0
localidade,C_13_entrada,C_13_saida,3,12529,72,1000.0,0,0
localidade,C_13_entrada,C_13_saida,4,12529,48,1000.0,0,0
localidade,C_13_entrada,C_13_saida,5,12529,58,1000.0,0,0
localidade,C_13_entrada,C_13_saida,6,12529,64,1000.0,0,0
localidade,C_13_entrada,C_13_saida,7,12529,68,1000.0,0,0
localidade,C_13_entrada,C_13_saida,8,12529,26,1000.0,0,0
localidade,C_13_entrada,C_13_saida,9,12529,67,1000.0,0,0
localidade,C_14_entrada,C_14_saida,0,64530,24,1000.0,0,0
localidade,C_14_entrada,C_14_saida,1,64530,26,1000.0,0,0
localidade,C_14_entrada,C_14_saida,2,64530,76,1000.0,0,0
localidade,C_14_entrada,C_14_saida,3,64530,66,1000.0,0,0
localidade,C_14_entrada,C_14_saida,4,64530,52,1000.0,0,0
localidade,C_14_entrada,C_14_saida,5,64530,14,1000.0,0,0
localidade,C_14_entrada,C_14_saida,6,64530,53,1000.0,0,0
localidade,C_14_entrada,C_14_saida,7,64530,22,1000.0,0,0
localidade,C_14_entrada,C_14_saida,8,64530,37,1000.0,0,0
localidade,C_14_entrada,C_14_saida,9,64530,32,1000.0,0,0
localidade,C_15_entrada,C_15_saida,0,14594,36,1000.0,0,0
localidade,C_15_entrada,C_15_saida,1,14594,12,1000.0,0,0
localidade,C_15_entrada,C_15_saida,2,14594,57,1000.0,0,0
localidade,C_15_entrada,C_15_saida,3,14594,48,1000.0,0,0
localidade,C_15_entrada,C_15_saida,4,14594,70,1000.0,0,0
localidade,C_15_entrada,C_15_saida,5,14594,71,1000.0,0,0
localidade,C_15_entrada,C_15_saida,6,14594,72,1000.0,0,0
localidade,C_15_entrada,C_15_saida,7,14594,27,1000.0,0,0
localidade,C_15_entrada,C_15_saida,8,14594,38,1000.0,0,0
localidade,C_15_entrada,C_15_saida,9,14594,33,1000.0,0,0
localidade,C_16_entrada,C_16_saida,0,88200,56,1000.0,0,0
localidade,C_16_entrada,C_16_saida,1,88200,17,1000.0,0,0
localidade,C_16_entrada,C_16_saida,2,88200,34,1000.0,0,0
localidade,C_16_entrada,C_16_saida,3,88200,20,1000.0,0,0
localidade,C_16_entrada,C_16_saida,4,88200,20,1000.0,0,0
localidade,C_16_entrada,C_16_saida,5,88200,76,1000.0,0,0
localidade,C_16_entrada,C_16_saida,6,88200,94,1000.0,0,0
localidade,C_16_entrada,C_16_saida,7,88200,79,1000.0,0,0
localidade,C_16_entrada,C_16_saida,8,88200,14,1000.0,0,0
localidade,C_16_entrada,C_16_saida,9,88200,91,1000.0,0,0
localidade,C_17_entrada,C_17_saida,0,33687,20,1000.0,0,0
localidade,C_17_entrada,C_17_saida,1,33687,10,1000.0,0,0
localidade,C_17_entrada,C_17_saida,2,33687,76,1000.0,0,0
localidade,C_17_entrada,C_17_saida,3,33687,93,1000.0,0,0
localidade,C_17_entrada,C_17_saida,4,33687,58,1000.0,0,0
localidade,C_17_entrada,C_17_saida,5,33687,46,1000.0,0,0
localidade,C_17_entrada,C_17_saida,6,33687,50,1000.0,0,0
localidade,C_17_entrada,C_17_saida,7,33687,98,1000.0,0,0
localidade,C_17_entrada,C_17_saida,8,33687,42,1000.0,0,0
localidade,C_17_entrada,C_17_saida,9,33687,76,1000.0,0,0
localidade,C_18_entrada,C_18_saida,0,89109,48,1000.0,0,0
localidade,C_18_entrada,C_18_saida,1,89109,94,1000.0,0,0
localidade,C_18_entrada,C_18_saida,2,89109,53,1000.0,0,0
localidade,C_18_entrada,C_18_saida,3,89109,95,1000.0,0,0
localidade,C_18_entrada,C_18_saida,4,89109,10,1000.0,0,0
localidade,C_18_entrada,C_18_saida,5,89109,33,1000.0,0,0
localidade,C_18_entrada,C_18_saida,6,89109,16,1000.0,0,0
localidade,C_18_entrada,C_18_saida,7,89109,66,1000.0,0,0
localidade,C_18_entrada,C_18_saida,8,89109,32,1000.0,0,0
localidade,C_18_entrada,C_18_saida,9,89109,19,1000.0,0,0
localidade,C_19_entrada,C_19_saida,0,23864,38,1000.0,0,0
localidade,C_19_entrada,C_19_saida,1,23864,27,1000.0,0,0
localidade,C_19_entrada,C_19_saida,2,23864,71,1000.0,0,0
localidade,C_19_entrada,C_19_saida,3,23864,95,1000.0,0,0
localidade,C_19_entrada,C_19_saida,4,23864,91,1000.0,0,0
localidade,C_19_entrada,C_19_saida,5,23864,30,1000.0,0,0
localidade,C_19_entrada,C_19_saida,6,23864,37,1000.0,0,0
localidade,C_19_entrada,C_19_saida,7,23864,91,1000.0,0,0
localidade,C_19_entrada,C_19_saida,8,23864,24,1000.0,0,0
localidade,C_19_entrada,C_19_saida,9,23864,15,1000.0,0,0
transporte,F_0_saida,CD_0_entrada,0,0,126,0.0,83,87
transporte,F_0_saida,CD_0_entrada,1,0,79,0.0,94,32
transporte,F_0_saida,CD_0_entrada,2,0,110,0.0,13,47
transporte,F_0_saida,CD_0_entrada,3,0,182,0.0,54,21
transporte,F_0_saida,CD_0_entrada,4,0,26,0.0,88,36
transporte,F_0_saida,CD_0_entrada,5,0,76,0.0,104,22
transporte,F_0_saida,CD_0_entrada,6,0,76,0.0,79,39
transporte,F_0_saida,CD_0_entrada,7,0,91,0.0,27,57
transporte,F_0_saida,CD_0_entrada,8,0,99,0.0,41,84
transporte,F_0_saida,CD_0_entrada,9,0,77,0.0,103,82
transporte,F_0_saida,CD_1_entrada,0,0,131,0.0,34,20
transporte,F_0_saida,CD_1_entrada,1,0,153,0.0,44,65
transporte,F_0_saida,CD_1_entrada,2,0,61,0.0,105,49
transporte,F_0_saida,CD_1_entrada,3,0,94,0.0,90,41
transporte,F_0_saida,CD_1_entrada,4,0,122,0.0,53,71
transporte,F_0_saida,CD_1_entrada,5,0,92,0.0,100,22
transporte,F_0_saida,CD_1_entrada,6,0,148,0.0,48,55
transporte,F_0_saida,CD_1_entrada,7,0,77,0.0,81,82
transporte,F_0_saida,CD_1_entrada,8,0,115,0.0,53,23
transporte,F_0_saida,CD_1_entrada,9,0,141,0.0,67,45
transporte,F_0_saida,CD_2_entrada,0,0,143,0.0,41,24
transporte,F_0_saida,CD_2_entrada,1,0,185,0.0,46,49
transporte,F_0_saida,CD_2_entrada,2,0,157,0.0,92,76
transporte,F_0_saida,CD_2_entrada,3,0,152,0.0,21,49
transporte,F_0_saida,CD_2_entrada,4,0,96,0.0,86,44
transporte,F_0_saida,CD_2_entrada,5,0,39,0.0,62,13
transporte,F_0_saida,CD_2_entrada,6,0,106,0.0,92,94
transporte,F_0_saida,CD_2_entrada,7,0,109,0.0,62,56
transporte,F_0_saida,CD_2_entrada,8,0,103,0.0,106,56
transporte,F_0_saida,CD_2_entrada,9,0,56,0.0,48,89
transporte,F_0_saida,CD_3_entrada,0,0,124,0.0,45,72
transporte,F_0_saida,CD_3_entrada,1,0,87,0.0,24,64
transporte,F_0_saida,CD_3_entrada,2,0,147,0.0,112,59
transporte,F_0_saida,CD_3_entrada,3,0,126,0.0,50,73
transporte,F_0_saida,CD_3_entrada,4,0,102,0.0,81,47
transporte,F_0_saida,CD_3_entrada,5,0,123,0.0,23,76
transporte,F_0_saida,CD_3_entrada,6,0,112,0.0,33,68
transporte,F_0_saida,CD_3_entrada,7,0,146,0.0,56,93
transporte,F_0_saida,CD_3_entrada,8,0,69,0.0,105,23
transporte,F_0_saida,CD_3_entrada,9,0,75,0.0,83,86
transporte,F_0_saida,CD_4_entrada,0,0,112,0.0,66,59
transporte,F_0_saida,CD_4_entrada,1,0,137,0.0,42,52
transporte,F_0_saida,CD_4_entrada,2,0,86,0.0,64,79
transporte,F_0_saida,CD_4_entrada,3,0,80,0.0,84,50
transporte,F_0_saida,CD_4_entrada,4,0,147,0.0,63,70
transporte,F_0_saida,CD_4_entrada,5,0,113,0.0,84,57
transporte,F_0_saida,CD_4_entrada,6,0,133,0.0,59,64
transporte,F_0_saida,CD_4_entrada,7,0,166,0.0,73,89
transporte,F_0_saida,CD_4_entrada,8,0,109,0.0,61,89
transporte,F_0_saida,CD_4_entrada,9,0,68,0.0,38,73
transporte,F_1_saida,CD_0_entrada,0,0,91,0.0,40,84
transporte,F_1_saida,CD_0_entrada,1,0,176,0.0,33,41
transporte,F_1_saida,CD_0_entrada,2,0,93,0.0,34,16
transporte,F_1_saida,CD_0_entrada,3,0,128,0.0,37,57
transporte,F_1_saida,CD_0_entrada,4,0,63,0.0,47,20
transporte,F_1_saida,CD_0_entrada,5,0,132,0.0,77,89
transporte,F_1_saida,CD_0_entrada,6,0,95,0.0,83,26
transporte,F_1_saida,CD_0_entrada,7,0,75,0.0,26,16
transporte,F_1_saida,CD_0_entrada,8,0,156,0.0,86,93
transporte,F_1_saida,CD_0_entrada,9,0,78,0.0,41,45
transporte,F_1_saida,CD_1_entrada,0,0,147,0.0,19,55
transporte,F_1_saida,CD_1_entrada,1,0,95,0.0,90,82
transporte,F_1_saida,CD_1_entrada,2,0,65,0.0,33,17
transporte,F_1_saida,CD_1_entrada,3,0,75,0.0,95,66
transporte,F_1_saida,CD_1_entrada,4,0,124,0.0,47,12
transporte,F_1_saida,CD_1_entrada,5,0,108,0.0,27,35
transporte,F_1_saida,CD_1_entrada,6,0,41,0.0,48,87
transporte,F_1_saida,CD_1_entrada,7,0,115,0.0,59,98
transporte,F_1_saida,CD_1_entrada,8,0,184,0.0,92,71
transporte,F_1_saida,CD_1_entrada,9,0,84,0.0,88,65
transporte,F_1_saida,CD_2_entrada,0,0,129,0.0,98,66
transporte,F_1_saida,CD_2_entrada,1,0,23,0.0,107,83
transporte,F_1_saida,CD_2_entrada,2,0,130,0.0,80,18
transporte,F_1_saida,CD_2_entrada,3,0,104,0.0,40,33
transporte,F_1_saida,CD_2_entrada,4,0,74,0.0,69,50
transporte,F_1_saida,CD_2_entrada,5,0,136,0.0,86,90
transporte,F_1_saida,CD_2_entrada,6,0,154,0.0,14,59
transporte,F_1_saida,CD_2_entrada,7,0,113,0.0,13,66
transporte,F_1_saida,CD_2_entrada,8,0,45,0.0,33,79
transporte,F_1_saida,CD_2_entrada,9,0,94,0.0,27,89
transporte,F_1_saida,CD_3_entrada,0,0,152,0.0,21,60
transporte,F_1_saida,CD_3_entrada,1,0,51,0.0,100,33
transporte,F_1_saida,CD_3_entrada,2,0,56,0.0,50,61
transporte,F_1_saida,CD_3_entrada,3,0,140,0.0,75,54
transporte,F_1_saida,CD_3_entrada,4,0,91,0.0,82,84
transporte,F_1_saida,CD_3_entrada,5,0,143,0.0,72,62
transporte,F_1_saida,CD_3_entrada,6,0,120,0.0,40,18
transporte,F_1_saida,CD_3_entrada,7,0,153,0.0,52,19
transporte,F_1_saida,CD_3_entrada,8,0,141,0.0,99,82
transporte,F_1_saida,CD_3_entrada,9,0,155,0.0,74,18
transporte,F_1_saida,CD_4_entrada,0,0,120,0.0,27,58
transporte,F_1_saida,CD_4_entrada,1,0,104,0.0,40,86
transporte,F_1_saida,CD_4_entrada,2,0,175,0.0,92,18
transporte,F_1_saida,CD_4_entrada,3,0,85,0.0,61,69
transporte,F_1_saida,CD_4_entrada,4,0,46,0.0,52,79
transporte,F_1_saida,CD_4_entrada,5,0,95,0.0,77,36
transporte,F_1_saida,CD_4_entrada,6,0,98,0.0,103,19
transporte,F_1_saida,CD_4_entrada,7,0,106,0.0,57,70
