vertice,UF,tipo
CLT_115_in,CE,passagem
CLT_116_in,PE,passagem
CLT_117_in,MS,passagem
CLT_118_in,CE,passagem
CLT_119_in,BA,passagem
CLT_120_in,PA,passagem
CLT_121_in,RR,passagem
CLT_122_in,MA,passagem
CLT_123_in,GO,passagem
CLT_124_in,TO,passagem
CLT_125_in,CE,passagem
CLT_126_in,SP,passagem
CLT_127_in,DF,passagem
CLT_128_in,GO,passagem
CLT_129_in,PI,passagem
CLT_130_in,SE,passagem
CLT_131_in,SP,passagem
CLT_132_in,MS,passagem
CLT_133_in,PI,passagem
CLT_134_in,CE,passagem
CLT_135_in,MA,passagem
CLT_136_in,AC,passagem
CLT_137_in,SP,passagem
CLT_138_in,MA,passagem
CLT_139_in,GO,passagem
CLT_140_in,GO,passagem
CLT_141_in,TO,passagem
CLT_142_in,RO,passagem
CLT_143_in,MG,passagem
CLT_144_in,AP,passagem
CLT_145_in,RN,passagem
CLT_146_in,GO,passagem
CLT_147_in,ES,passagem
CLT_148_in,ES,passagem
CLT_149_in,AM,passagem
CLT_150_in,AP,passagem
CLT_151_in,AP,passagem
CLT_152_in,SP,passagem
CLT_153_in,SE,passagem
CLT_154_in,RO,passagem
CLT_155_in,PR,passagem
CLT_156_in,SP,passagem
CLT_157_in,SC,passagem
CLT_158_in,AP,passagem
CLT_159_in,GO,passagem
CLT_160_in,AC,passagem
CLT_161_in,RN,passagem
CLT_162_in,PE,passagem
CLT_163_in,AL,passagem
CLT_164_in,RS,passagem
CLT_165_in,RO,passagem
CLT_166_in,SP,passagem
CLT_167_in,TO,passagem
CLT_168_in,SC,passagem
CLT_169_in,PB,passagem
CLT_170_in,GO,passagem
CLT_171_in,SE,passagem
CLT_172_in,RS,passagem
CLT_173_in,PR,passagem
CLT_174_in,PE,passagem
CLT_175_in,BA,passagem
CLT_176_in,AL,passagem
CLT_177_in,RR,passagem
CLT_178_in,AM,passagem
CLT_179_in,SE,passagem
CLT_180_in,TO,passagem
CLT_181_in,CE,passagem
CLT_182_in,RR,passagem
CLT_183_in,RR,passagem
CLT_184_in,AM,passagem
CLT_185_in,SC,passagem
CLT_186_in,MG,passagem
CLT_187_in,MG,passagem
CLT_188_in,BA,passagem
CLT_189_in,MG,passagem
CLT_190_in,RJ,passagem
CLT_191_in,SC,passagem
CLT_192_in,AM,passagem
CLT_193_in,RN,passagem
CLT_194_in,RO,passagem
CLT_195_in,MT,passagem
CLT_196_in,RS,passagem
CLT_197_in,PA,passagem
CLT_198_in,MG,passagem
CLT_199_in,PB,passagem
CLT_200_in,RJ,passagem
CLT_201_in,GO,passagem
CLT_202_in,SC,passagem
CLT_203_in,PE,passagem
CLT_204_in,BA,passagem
CLT_205_in,MT,passagem
CLT_206_in,PA,passagem
CLT_207_in,PR,passagem
CLT_208_in,GO,passagem
CLT_209_in,AP,passagem
CLT_210_in,PB,passagem
CLT_211_in,PE,passagem
CLT_212_in,PI,passagem
CLT_213_in,SC,passagem
CLT_214_in,PE,passagem
CLT_215_in,TO,passagem
CLT_216_in,MA,passagem
CLT_217_in,SE,passagem
CLT_218_in,CE,passagem
CLT_219_in,MA,passagem
CLT_220_in,SP,passagem
CLT_221_in,RO,passagem
CLT_222_in,SE,passagem
CLT_223_in,RO,passagem
CLT_224_in,BA,passagem
CLT_225_in,PB,passagem
CLT_226_in,SE,passagem
CLT_227_in,GO,passagem
CLT_228_in,MT,passagem
CLT_229_in,PE,passagem
CLT_230_in,AL,passagem
CLT_231_in,RR,passagem
CLT_232_in,PB,passagem
CLT_233_in,RR,passagem
CLT_234_in,TO,passagem
CLT_235_in,PR,passagem
CLT_236_in,GO,passagem
CLT_237_in,RS,passagem
CLT_238_in,GO,passagem
CLT_239_in,RR,passagem
CLT_240_in,RR,passagem
CLT_241_in,RR,passagem
CLT_242_in,AM,passagem
CLT_243_in,AM,passagem
CLT_244_in,PR,passagem
CLT_245_in,GO,passagem
CLT_246_in,DF,passagem
CLT_247_in,MG,passagem
CLT_248_in,PE,passagem
CLT_249_in,DF,passagem
CLT_250_in,DF,passagem
CLT_251_in,PR,passagem
CLT_252_in,SC,passagem
CLT_253_in,PI,passagem
CLT_254_in,AC,passagem
CLT_255_in,MG,passagem
CLT_256_in,PA,passagem
CLT_257_in,ES,passagem
CLT_258_in,CE,passagem
CLT_259_in,RO,passagem
CLT_260_in,CE,passagem
CLT_261_in,PA,passagem
CLT_262_in,MA,passagem
CLT_263_in,ES,passagem
CLT_264_in,PI,passagem
CLT_265_in,SC,passagem
CLT_266_in,MG,passagem
CLT_267_in,PB,passagem
CLT_268_in,DF,passagem
CLT_269_in,MS,passagem
CLT_270_in,MA,passagem
CLT_271_in,AM,passagem
CLT_272_in,AC,passagem
CLT_273_in,AP,passagem
CLT_274_in,AP,passagem
CLT_275_in,RN,passagem
CLT_276_in,RS,passagem
CLT_277_in,PB,passagem
CLT_278_in,MA,passagem
CLT_279_in,PB,passagem
CLT_280_in,ES,passagem
CLT_281_in,MS,passagem
CLT_282_in,RO,passagem
CLT_283_in,PR,passagem
CLT_284_in,SP,passagem
CLT_285_in,RJ,passagem
CLT_286_in,MT,passagem
CLT_287_in,RR,passagem
CLT_288_in,RJ,passagem
CLT_289_in,TO,passagem
CLT_290_in,DF,passagem
CLT_291_in,AC,passagem
CLT_292_in,SP,passagem
CLT_293_in,DF,passagem
CLT_294_in,SP,passagem
CLT_295_in,AM,passagem
CLT_296_in,CE,passagem
CLT_297_in,MA,passagem
CLT_298_in,MG,passagem
CLT_299_in,ES,passagem
CLT_300_in,RN,passagem
CLT_301_in,SE,passagem
CLT_302_in,GO,passagem
CLT_303_in,PB,passagem
CLT_304_in,RS,passagem
CLT_305_in,PE,passagem
CLT_306_in,BA,passagem
CLT_307_in,CE,passagem
CLT_308_in,SE,passagem
CLT_309_in,AL,passagem
CLT_310_in,SP,passagem
CLT_311_in,SC,passagem
CLT_312_in,MT,passagem
CLT_313_in,PA,passagem
CLT_314_in,AC,passagem
CLT_315_in,TO,passagem
CLT_316_in,RS,passagem
CLT_317_in,RS,passagem
CLT_318_in,RN,passagem
CLT_319_in,AL,passagem
CLT_320_in,SP,passagem
CLT_321_in,MT,passagem
CLT_322_in,AC,passagem
CLT_323_in,GO,passagem
CLT_324_in,AM,passagem
CLT_325_in,RO,passagem
CLT_326_in,AC,passagem
CLT_327_in,RO,passagem
CLT_328_in,AP,passagem
CLT_329_in,SE,passagem
CLT_330_in,MA,passagem
CLT_331_in,SP,passagem
CLT_332_in,SE,passagem
CLT_333_in,CE,passagem
CLT_334_in,MS,passagem
CLT_335_in,MT,passagem
CLT_336_in,SC,passagem
CLT_337_in,AM,passagem
CLT_338_in,AP,passagem
CLT_339_in,AP,passagem
CLT_340_in,AM,passagem
CLT_341_in,SE,passagem
CLT_342_in,SC,passagem
CLT_343_in,PR,passagem
CLT_344_in,RO,passagem
CLT_345_in,RS,passagem
CLT_346_in,AM,passagem
CLT_347_in,PI,passagem
CLT_348_in,RS,passagem
CLT_349_in,TO,passagem
CLT_350_in,MA,passagem
CLT_351_in,SP,passagem
CLT_352_in,AL,passagem
CLT_353_in,TO,passagem
CLT_354_in,RN,passagem
CLT_355_in,GO,passagem
CLT_356_in,PE,passagem
CLT_357_in,GO,passagem
CLT_358_in,RN,passagem
CLT_359_in,PR,passagem
CLT_360_in,PE,passagem
CLT_361_in,PE,passagem
CLT_362_in,CE,passagem
CLT_363_in,MG,passagem
CLT_364_in,MT,passagem
CLT_365_in,MT,passagem
CLT_366_in,AC,passagem
CLT_367_in,BA,passagem
CLT_368_in,AL,passagem
CLT_369_in,RS,passagem
CLT_370_in,SE,passagem
CLT_371_in,BA,passagem
CLT_372_in,CE,passagem
CLT_373_in,MS,passagem
CLT_374_in,RR,passagem
CLT_375_in,AC,passagem
CLT_376_in,SE,passagem
CLT_377_in,RO,passagem
CLT_378_in,PA,passagem
CLT_379_in,MT,passagem
CLT_380_in,ES,passagem
CLT_381_in,MA,passagem
CLT_382_in,MT,passagem
CLT_383_in,PI,passagem
CLT_384_in,RN,passagem
CLT_385_in,RN,passagem
CLT_386_in,PI,passagem
CLT_387_in,MT,passagem
CLT_388_in,AM,passagem
CLT_389_in,RN,passagem
CLT_390_in,RR,passagem
CLT_391_in,PR,passagem
CLT_392_in,PI,passagem
CLT_393_in,ES,passagem
CLT_394_in,PI,passagem
CLT_395_in,MT,passagem
CLT_396_in,PA,passagem
CLT_397_in,SP,passagem
CLT_398_in,SC,passagem
CLT_399_in,PR,passagem
CLT_400_in,PE,passagem
CLT_401_in,BA,passagem
CLT_402_in,PI,passagem
CLT_403_in,SE,passagem
CLT_404_in,TO,passagem
CLT_405_in,DF,passagem
CLT_406_in,PR,passagem
CLT_407_in,TO,passagem
CLT_408_in,PE,passagem
CLT_409_in,SC,passagem
CLT_410_in,AM,passagem
CLT_411_in,MA,passagem
CLT_412_in,TO,passagem
CLT_413_in,PA,passagem
CLT_414_in,RJ,passagem
CLT_415_in,RS,passagem
CLT_416_in,RJ,passagem
CLT_417_in,BA,passagem
CLT_418_in,PB,passagem
CLT_419_in,PA,passagem
CLT_420_in,RR,passagem
CLT_421_in,AP,passagem
CLT_422_in,RR,passagem
CLT_423_in,RO,passagem
CLT_424_in,RJ,passagem
CLT_425_in,MS,passagem
CLT_426_in,MG,passagem
CLT_427_in,RN,passagem
CLT_428_in,RJ,passagem
CLT_429_in,MS,passagem
CLT_430_in,MT,passagem
CLT_431_in,AC,passagem
CLT_432_in,RS,passagem
CLT_433_in,AC,passagem
CLT_434_in,MA,passagem
CLT_435_in,RR,passagem
CLT_436_in,ES,passagem
CLT_437_in,PA,passagem
CLT_438_in,PI,passagem
CLT_439_in,RR,passagem
CLT_440_in,MG,passagem
CLT_441_in,DF,passagem
CLT_442_in,BA,passagem
CLT_443_in,CE,passagem
CLT_444_in,AP,passagem
CLT_445_in,BA,passagem
CLT_446_in,BA,passagem
CLT_447_in,MG,passagem
CLT_448_in,AP,passagem
CLT_449_in,RR,passagem
CLT_450_in,GO,passagem
CLT_451_in,DF,passagem
CLT_452_in,SP,passagem
CLT_453_in,PR,passagem
CLT_454_in,RO,passagem
CLT_455_in,SP,passagem
CLT_456_in,AP,passagem
CLT_457_in,AL,passagem
CLT_458_in,TO,passagem
CLT_459_in,MS,passagem
CLT_460_in,MT,passagem
CLT_461_in,MS,passagem
CLT_462_in,AM,passagem
CLT_463_in,PE,passagem
CLT_464_in,MG,passagem
CLT_465_in,AL,passagem
CLT_466_in,RR,passagem
CLT_467_in,AC,passagem
CLT_468_in,DF,passagem
CLT_469_in,RO,passagem
CLT_470_in,MS,passagem
CLT_471_in,SP,passagem
CLT_472_in,MS,passagem
CLT_473_in,MG,passagem
CLT_474_in,AP,passagem
CLT_475_in,GO,passagem
CLT_476_in,MA,passagem
CLT_477_in,PR,passagem
CLT_478_in,AM,passagem
CLT_479_in,AM,passagem
CLT_480_in,AL,passagem
CLT_481_in,PE,passagem
CLT_482_in,GO,passagem
CLT_483_in,PE,passagem
CLT_484_in,MS,passagem
CLT_485_in,AP,passagem
CLT_486_in,SP,passagem
CLT_487_in,PB,passagem
CLT_488_in,MG,passagem
CLT_489_in,BA,passagem
CLT_490_in,RJ,passagem
CLT_491_in,RS,passagem
CLT_492_in,RN,passagem
CLT_493_in,BA,passagem
CLT_494_in,MA,passagem
CLT_495_in,TO,passagem
CLT_496_in,PI,passagem
CLT_497_in,PA,passagem
CLT_498_in,MG,passagem
CLT_499_in,BA,passagem
SUP_0_out,CE,passagem
SUP_1_out,CE,passagem
SUP_2_out,GO,passagem
SUP_3_out,RO,passagem
SUP_4_out,SP,passagem
SUP_5_out,TO,passagem
SUP_6_out,SC,passagem
SUP_7_out,SP,passagem
SUP_8_out,MG,passagem
SUP_9_out,AM,passagem
FAC_0_out,GO,passagem
FAC_1_out,PE,passagem
FAC_2_out,AM,passagem
FAC_3_out,AC,passagem
FAC_4_out,PI,passagem
FAC_5_out,SP,passagem
FAC_6_out,RS,passagem
FAC_7_out,MA,passagem
FAC_8_out,AL,passagem
FAC_9_out,SC,passagem
FLT_0_out,MA,passagem
FLT_1_out,PI,passagem
FLT_2_out,AP,passagem
FLT_3_out,CE,passagem
FLT_4_out,RS,passagem
FLT_5_out,AC,passagem
FLT_6_out,TO,passagem
FLT_7_out,SE,passagem
FLT_8_out,AL,passagem
FLT_9_out,BA,passagem
CLT_0_out,GO,demanda
CLT_1_out,MS,demanda
CLT_2_out,RN,demanda
CLT_3_out,MG,demanda
CLT_4_out,RS,demanda
CLT_5_out,CE,demanda
CLT_6_out,MS,demanda
CLT_7_out,MG,demanda
CLT_8_out,ES,demanda
CLT_9_out,SE,demanda
CLT_10_out,GO,demanda
CLT_11_out,SE,demanda
CLT_12_out,GO,demanda
CLT_13_out,PE,demanda
CLT_14_out,SP,demanda
CLT_15_out,TO,demanda
CLT_16_out,PA,demanda
CLT_17_out,PB,demanda
CLT_18_out,BA,demanda
CLT_19_out,TO,demanda
CLT_20_out,MA,demanda
CLT_21_out,ES,demanda
CLT_22_out,RO,demanda
CLT_23_out,AP,demanda
CLT_24_out,RO,demanda
CLT_25_out,AP,demanda
CLT_26_out,GO,demanda
CLT_27_out,BA,demanda
CLT_28_out,PE,demanda
CLT_29_out,MT,demanda
CLT_30_out,RR,demanda
CLT_31_out,PI,demanda
CLT_32_out,MA,demanda
CLT_33_out,PA,demanda
CLT_34_out,RS,demanda
CLT_35_out,RN,demanda
CLT_36_out,MG,demanda
CLT_37_out,RJ,demanda
CLT_38_out,SE,demanda
CLT_39_out,RJ,demanda
CLT_40_out,CE,demanda
CLT_41_out,MT,demanda
CLT_42_out,AC,demanda
CLT_43_out,SP,demanda
CLT_44_out,DF,demanda
CLT_45_out,PR,demanda
CLT_46_out,MS,demanda
CLT_47_out,MS,demanda
CLT_48_out,TO,demanda
CLT_49_out,PA,demanda
CLT_50_out,RS,demanda
CLT_51_out,MA,demanda
CLT_52_out,SE,demanda
CLT_53_out,RS,demanda
CLT_54_out,MA,demanda
CLT_55_out,AC,demanda
CLT_56_out,RN,demanda
CLT_57_out,PI,demanda
CLT_58_out,MT,demanda
CLT_59_out,PR,demanda
CLT_60_out,RO,demanda
CLT_61_out,ES,demanda
CLT_62_out,SC,demanda
CLT_63_out,PI,demanda
CLT_64_out,MT,demanda
CLT_65_out,RO,demanda
CLT_66_out,AC,demanda
CLT_67_out,PE,demanda
CLT_68_out,GO,demanda
CLT_69_out,PR,demanda
CLT_70_out,AC,demanda
CLT_71_out,AC,demanda
CLT_72_out,RO,demanda
CLT_73_out,TO,demanda
CLT_74_out,PE,demanda
CLT_75_out,PR,demanda
CLT_76_out,SC,demanda
CLT_77_out,RO,demanda
CLT_78_out,PE,demanda
CLT_79_out,PR,demanda
CLT_80_out,RN,demanda
CLT_81_out,MA,demanda
CLT_82_out,CE,demanda
CLT_83_out,MG,demanda
CLT_84_out,CE,demanda
CLT_85_out,CE,demanda
CLT_86_out,BA,demanda
CLT_87_out,TO,demanda
CLT_88_out,CE,demanda
CLT_89_out,ES,demanda
CLT_90_out,PR,demanda
CLT_91_out,AM,demanda
CLT_92_out,GO,demanda
CLT_93_out,SP,demanda
CLT_94_out,SP,demanda
CLT_95_out,AM,demanda
CLT_96_out,RS,demanda
CLT_97_out,ES,demanda
CLT_98_out,SE,demanda
CLT_99_out,MG,demanda
CLT_100_out,MT,demanda
CLT_101_out,AL,demanda
CLT_102_out,SC,demanda
CLT_103_out,RJ,demanda
CLT_104_out,PA,demanda
CLT_105_out,RJ,demanda
CLT_106_out,PA,demanda
CLT_107_out,PA,demanda
CLT_108_out,CE,demanda
CLT_109_out,RN,demanda
CLT_110_out,TO,demanda
CLT_111_out,RO,demanda
CLT_112_out,RN,demanda
CLT_113_out,TO,demanda
CLT_114_out,PR,demanda
CLT_115_out,CE,demanda
CLT_116_out,PE,demanda
CLT_117_out,MS,demanda
CLT_118_out,CE,demanda
CLT_119_out,BA,demanda
CLT_120_out,PA,demanda
CLT_121_out,RR,demanda
CLT_122_out,MA,demanda
CLT_123_out,GO,demanda
CLT_124_out,TO,demanda
CLT_125_out,CE,demanda
CLT_126_out,SP,demanda
CLT_127_out,DF,demanda
CLT_128_out,GO,demanda
CLT_129_out,PI,demanda
CLT_130_out,SE,demanda
CLT_131_out,SP,demanda
CLT_132_out,MS,demanda
CLT_133_out,PI,demanda
CLT_134_out,CE,demanda
CLT_135_out,MA,demanda
CLT_136_out,AC,demanda
CLT_137_out,SP,demanda
CLT_138_out,MA,demanda
CLT_139_out,GO,demanda
CLT_140_out,GO,demanda
CLT_141_out,TO,demanda
CLT_142_out,RO,demanda
CLT_143_out,MG,demanda
CLT_144_out,AP,demanda
CLT_145_out,RN,demanda
CLT_146_out,GO,demanda
CLT_147_out,ES,demanda
CLT_148_out,ES,demanda
CLT_149_out,AM,demanda
CLT_150_out,AP,demanda
CLT_151_out,AP,demanda
CLT_152_out,SP,demanda
CLT_153_out,SE,demanda
CLT_154_out,RO,demanda
CLT_155_out,PR,demanda
CLT_156_out,SP,demanda
CLT_157_out,SC,demanda
CLT_158_out,AP,demanda
CLT_159_out,GO,demanda
CLT_160_out,AC,demanda
CLT_161_out,RN,demanda
CLT_162_out,PE,demanda
CLT_163_out,AL,demanda
CLT_164_out,RS,demanda
CLT_165_out,RO,demanda
CLT_166_out,SP,demanda
CLT_167_out,TO,demanda
CLT_168_out,SC,demanda
CLT_169_out,PB,demanda
CLT_170_out,GO,demanda
CLT_171_out,SE,demanda
CLT_172_out,RS,demanda
CLT_173_out,PR,demanda
CLT_174_out,PE,demanda
CLT_175_out,BA,demanda
CLT_176_out,AL,demanda
CLT_177_out,RR,demanda
CLT_178_out,AM,demanda
CLT_179_out,SE,demanda
CLT_180_out,TO,demanda
CLT_181_out,CE,demanda
CLT_182_out,RR,demanda
CLT_183_out,RR,demanda
CLT_184_out,AM,demanda
CLT_185_out,SC,demanda
CLT_186_out,MG,demanda
CLT_187_out,MG,demanda
CLT_188_out,BA,demanda
CLT_189_out,MG,demanda
CLT_190_out,RJ,demanda
CLT_191_out,SC,demanda
CLT_192_out,AM,demanda
CLT_193_out,RN,demanda
CLT_194_out,RO,demanda
CLT_195_out,MT,demanda
CLT_196_out,RS,demanda
CLT_197_out,PA,demanda
CLT_198_out,MG,demanda
CLT_199_out,PB,demanda
CLT_200_out,RJ,demanda
CLT_201_out,GO,demanda
CLT_202_out,SC,demanda
CLT_203_out,PE,demanda
CLT_204_out,BA,demanda
CLT_205_out,MT,demanda
CLT_206_out,PA,demanda
CLT_207_out,PR,demanda
CLT_208_out,GO,demanda
CLT_209_out,AP,demanda
CLT_210_out,PB,demanda
CLT_211_out,PE,demanda
CLT_212_out,PI,demanda
CLT_213_out,SC,demanda
CLT_214_out,PE,demanda
CLT_215_out,TO,demanda
CLT_216_out,MA,demanda
CLT_217_out,SE,demanda
CLT_218_out,CE,demanda
CLT_219_out,MA,demanda
CLT_220_out,SP,demanda
CLT_221_out,RO,demanda
CLT_222_out,SE,demanda
CLT_223_out,RO,demanda
CLT_224_out,BA,demanda
CLT_225_out,PB,demanda
CLT_226_out,SE,demanda
CLT_227_out,GO,demanda
CLT_228_out,MT,demanda
CLT_229_out,PE,demanda
CLT_230_out,AL,demanda
CLT_231_out,RR,demanda
CLT_232_out,PB,demanda
CLT_233_out,RR,demanda
CLT_234_out,TO,demanda
CLT_235_out,PR,demanda
CLT_236_out,GO,demanda
CLT_237_out,RS,demanda
CLT_238_out,GO,demanda
CLT_239_out,RR,demanda
CLT_240_out,RR,demanda
CLT_241_out,RR,demanda
CLT_242_out,AM,demanda
CLT_243_out,AM,demanda
CLT_244_out,PR,demanda
CLT_245_out,GO,demanda
CLT_246_out,DF,demanda
CLT_247_out,MG,demanda
CLT_248_out,PE,demanda
CLT_249_out,DF,demanda
CLT_250_out,DF,demanda
CLT_251_out,PR,demanda
CLT_252_out,SC,demanda
CLT_253_out,PI,demanda
CLT_254_out,AC,demanda
CLT_255_out,MG,demanda
CLT_256_out,PA,demanda
CLT_257_out,ES,demanda
CLT_258_out,CE,demanda
CLT_259_out,RO,demanda
CLT_260_out,CE,demanda
CLT_261_out,PA,demanda
CLT_262_out,MA,demanda
CLT_263_out,ES,demanda
CLT_264_out,PI,demanda
CLT_265_out,SC,demanda
CLT_266_out,MG,demanda
CLT_267_out,PB,demanda
CLT_268_out,DF,demanda
CLT_269_out,MS,demanda
CLT_270_out,MA,demanda
CLT_271_out,AM,demanda
CLT_272_out,AC,demanda
CLT_273_out,AP,demanda
CLT_274_out,AP,demanda
CLT_275_out,RN,demanda
CLT_276_out,RS,demanda
CLT_277_out,PB,demanda
CLT_278_out,MA,demanda
CLT_279_out,PB,demanda
CLT_280_out,ES,demanda
CLT_281_out,MS,demanda
CLT_282_out,RO,demanda
CLT_283_out,PR,demanda
CLT_284_out,SP,demanda
CLT_285_out,RJ,demanda
CLT_286_out,MT,demanda
CLT_287_out,RR,demanda
CLT_288_out,RJ,demanda
CLT_289_out,TO,demanda
CLT_290_out,DF,demanda
CLT_291_out,AC,demanda
CLT_292_out,SP,demanda
CLT_293_out,DF,demanda
CLT_294_out,SP,demanda
CLT_295_out,AM,demanda
CLT_296_out,CE,demanda
CLT_297_out,MA,demanda
CLT_298_out,MG,demanda
CLT_299_out,ES,demanda
CLT_300_out,RN,demanda
CLT_301_out,SE,demanda
CLT_302_out,GO,demanda
CLT_303_out,PB,demanda
CLT_304_out,RS,demanda
CLT_305_out,PE,demanda
CLT_306_out,BA,demanda
CLT_307_out,CE,demanda
CLT_308_out,SE,demanda
CLT_309_out,AL,demanda
CLT_310_out,SP,demanda
CLT_311_out,SC,demanda
CLT_312_out,MT,demanda
CLT_313_out,PA,demanda
CLT_314_out,AC,demanda
CLT_315_out,TO,demanda
CLT_316_out,RS,demanda
CLT_317_out,RS,demanda
CLT_318_out,RN,demanda
CLT_319_out,AL,demanda
CLT_320_out,SP,demanda
CLT_321_out,MT,demanda
CLT_322_out,AC,demanda
CLT_323_out,GO,demanda
CLT_324_out,AM,demanda
CLT_325_out,RO,demanda
CLT_326_out,AC,demanda
CLT_327_out,RO,demanda
CLT_328_out,AP,demanda
CLT_329_out,SE,demanda
CLT_330_out,MA,demanda
CLT_331_out,SP,demanda
CLT_332_out,SE,demanda
CLT_333_out,CE,demanda
CLT_334_out,MS,demanda
CLT_335_out,MT,demanda
CLT_336_out,SC,demanda
CLT_337_out,AM,demanda
CLT_338_out,AP,demanda
CLT_339_out,AP,demanda
CLT_340_out,AM,demanda
CLT_341_out,SE,demanda
CLT_342_out,SC,demanda
CLT_343_out,PR,demanda
CLT_344_out,RO,demanda
CLT_345_out,RS,demanda
CLT_346_out,AM,demanda
CLT_347_out,PI,demanda
CLT_348_out,RS,demanda
CLT_349_out,TO,demanda
CLT_350_out,MA,demanda
CLT_351_out,SP,demanda
CLT_352_out,AL,demanda
CLT_353_out,TO,demanda
CLT_354_out,RN,demanda
CLT_355_out,GO,demanda
CLT_356_out,PE,demanda
CLT_357_out,GO,demanda
CLT_358_out,RN,demanda
CLT_359_out,PR,demanda
CLT_360_out,PE,demanda
CLT_361_out,PE,demanda
CLT_362_out,CE,demanda
CLT_363_out,MG,demanda
CLT_364_out,MT,demanda
CLT_365_out,MT,demanda
CLT_366_out,AC,demanda
CLT_367_out,BA,demanda
CLT_368_out,AL,demanda
CLT_369_out,RS,demanda
CLT_370_out,SE,demanda
