org;dest;sku;volume
C_12_entrada;C_12_saida;1;5
C_12_entrada;C_12_saida;2;5
C_12_entrada;C_12_saida;3;5
C_12_entrada;C_12_saida;4;5
C_12_entrada;C_12_saida;5;5
C_12_entrada;C_12_saida;6;5
C_12_entrada;C_12_saida;7;5
C_12_entrada;C_12_saida;8;5
C_12_entrada;C_12_saida;9;5
C_13_entrada;C_13_saida;0;5
C_13_entrada;C_13_saida;1;5
C_13_entrada;C_13_saida;2;5
C_13_entrada;C_13_saida;3;5
C_13_entrada;C_13_saida;4;5
C_13_entrada;C_13_saida;5;5
C_13_entrada;C_13_saida;6;5
C_13_entrada;C_13_saida;7;5
C_13_entrada;C_13_saida;8;5
C_13_entrada;C_13_saida;9;5
C_14_entrada;C_14_saida;0;5
C_14_entrada;C_14_saida;1;5
C_14_entrada;C_14_saida;2;5
C_14_entrada;C_14_saida;3;5
C_14_entrada;C_14_saida;4;5
C_14_entrada;C_14_saida;5;5
C_14_entrada;C_14_saida;6;5
C_14_entrada;C_14_saida;7;5
C_14_entrada;C_14_saida;8;5
C_14_entrada;C_14_saida;9;5
C_15_entrada;C_15_saida;0;5
C_15_entrada;C_15_saida;1;5
C_15_entrada;C_15_saida;2;5
C_15_entrada;C_15_saida;3;5
C_15_entrada;C_15_saida;4;5
C_15_entrada;C_15_saida;5;5
C_15_entrada;C_15_saida;6;5
C_15_entrada;C_15_saida;7;5
C_15_entrada;C_15_saida;8;5
C_15_entrada;C_15_saida;9;5
C_16_entrada;C_16_saida;0;5
C_16_entrada;C_16_saida;1;5
C_16_entrada;C_16_saida;2;5
C_16_entrada;C_16_saida;3;5
C_16_entrada;C_16_saida;4;5
C_16_entrada;C_16_saida;5;5
C_16_entrada;C_16_saida;6;5
C_16_entrada;C_16_saida;7;5
C_16_entrada;C_16_saida;8;5
C_16_entrada;C_16_saida;9;5
C_17_entrada;C_17_saida;0;5
C_17_entrada;C_17_saida;1;5
C_17_entrada;C_17_saida;2;5
C_17_entrada;C_17_saida;3;5
C_17_entrada;C_17_saida;4;5
C_17_entrada;C_17_saida;5;5
C_17_entrada;C_17_saida;6;5
C_17_entrada;C_17_saida;7;5
C_17_entrada;C_17_saida;8;5
C_17_entrada;C_17_saida;9;5
C_18_entrada;C_18_saida;0;5
C_18_entrada;C_18_saida;1;5
C_18_entrada;C_18_saida;2;5
C_18_entrada;C_18_saida;3;5
C_18_entrada;C_18_saida;4;5
C_18_entrada;C_18_saida;5;5
C_18_entrada;C_18_saida;6;5
C_18_entrada;C_18_saida;7;5
C_18_entrada;C_18_saida;8;5
C_18_entrada;C_18_saida;9;5
C_19_entrada;C_19_saida;0;5
C_19_entrada;C_19_saida;1;5
C_19_entrada;C_19_saida;2;5
C_19_entrada;C_19_saida;3;5
C_19_entrada;C_19_saida;4;5
C_19_entrada;C_19_saida;5;5
C_19_entrada;C_19_saida;6;5
C_19_entrada;C_19_saida;7;5
C_19_entrada;C_19_saida;8;5
C_19_entrada;C_19_saida;9;5
F_0_saida;CD_0_entrada;0;20
F_0_saida;CD_0_entrada;1;20
F_0_saida;CD_0_entrada;2;20
F_0_saida;CD_0_entrada;3;20
F_0_saida;CD_0_entrada;4;20
F_0_saida;CD_0_entrada;5;20
F_0_saida;CD_0_entrada;6;20
F_0_saida;CD_0_entrada;7;20
F_0_saida;CD_0_entrada;8;20
F_0_saida;CD_0_entrada;9;20
F_0_saida;CD_1_entrada;0;0
F_0_saida;CD_1_entrada;1;0
F_0_saida;CD_1_entrada;2;0
F_0_saida;CD_1_entrada;3;0
F_0_saida;CD_1_entrada;4;0
F_0_saida;CD_1_entrada;5;0
F_0_saida;CD_1_entrada;6;0
F_0_saida;CD_1_entrada;7;0
F_0_saida;CD_1_entrada;8;0
F_0_saida;CD_1_entrada;9;0
F_0_saida;CD_2_entrada;0;0
F_0_saida;CD_2_entrada;1;0
F_0_saida;CD_2_entrada;2;0
F_0_saida;CD_2_entrada;3;0
F_0_saida;CD_2_entrada;4;0
F_0_saida;CD_2_entrada;5;0
F_0_saida;CD_2_entrada;6;0
F_0_saida;CD_2_entrada;7;0
F_0_saida;CD_2_entrada;8;0
F_0_saida;CD_2_entrada;9;0
F_0_saida;CD_3_entrada;0;0
F_0_saida;CD_3_entrada;1;0
F_0_saida;CD_3_entrada;2;0
F_0_saida;CD_3_entrada;3;0
F_0_saida;CD_3_entrada;4;0
F_0_saida;CD_3_entrada;5;0
F_0_saida;CD_3_entrada;6;0
F_0_saida;CD_3_entrada;7;0
F_0_saida;CD_3_entrada;8;0
F_0_saida;CD_3_entrada;9;0
F_0_saida;CD_4_entrada;0;0
F_0_saida;CD_4_entrada;1;0
F_0_saida;CD_4_entrada;2;0
F_0_saida;CD_4_entrada;3;0
F_0_saida;CD_4_entrada;4;0
F_0_saida;CD_4_entrada;5;0
F_0_saida;CD_4_entrada;6;0
F_0_saida;CD_4_entrada;7;0
F_0_saida;CD_4_entrada;8;0
F_0_saida;CD_4_entrada;9;0
F_1_saida;CD_0_entrada;0;20
F_1_saida;CD_0_entrada;1;20
F_1_saida;CD_0_entrada;2;20
F_1_saida;CD_0_entrada;3;20
F_1_saida;CD_0_entrada;4;20
F_1_saida;CD_0_entrada;5;20
F_1_saida;CD_0_entrada;6;20
F_1_saida;CD_0_entrada;7;20
F_1_saida;CD_0_entrada;8;20
F_1_saida;CD_0_entrada;9;20
F_1_saida;CD_1_entrada;0;0
F_1_saida;CD_1_entrada;1;0
F_1_saida;CD_1_entrada;2;0
F_1_saida;CD_1_entrada;3;0
F_1_saida;CD_1_entrada;4;0
F_1_saida;CD_1_entrada;5;0
F_1_saida;CD_1_entrada;6;0
F_1_saida;CD_1_entrada;7;0
F_1_saida;CD_1_entrada;8;0
F_1_saida;CD_1_entrada;9;0
F_1_saida;CD_2_entrada;0;0
F_1_saida;CD_2_entrada;1;0
F_1_saida;CD_2_entrada;2;0
F_1_saida;CD_2_entrada;3;0
F_1_saida;CD_2_entrada;4;0
F_1_saida;CD_2_entrada;5;0
F_1_saida;CD_2_entrada;6;0
F_1_saida;CD_2_entrada;7;0
F_1_saida;CD_2_entrada;8;0
F_1_saida;CD_2_entrada;9;0
F_1_saida;CD_3_entrada;0;0
F_1_saida;CD_3_entrada;1;0
F_1_saida;CD_3_entrada;2;0
F_1_saida;CD_3_entrada;3;0
F_1_saida;CD_3_entrada;4;0
F_1_saida;CD_3_entrada;5;0
F_1_saida;CD_3_entrada;6;0
F_1_saida;CD_3_entrada;7;0
F_1_saida;CD_3_entrada;8;0
F_1_saida;CD_3_entrada;9;0
F_1_saida;CD_4_entrada;0;0
F_1_saida;CD_4_entrada;1;0
F_1_saida;CD_4_entrada;2;0
F_1_saida;CD_4_entrada;3;0
F_1_saida;CD_4_entrada;4;0
F_1_saida;CD_4_entrada;5;0
F_1_saida;CD_4_entrada;6;0
F_1_saida;CD_4_entrada;7;0
F_1_saida;CD_4_entrada;8;0
F_1_saida;CD_4_entrada;9;0
F_2_saida;CD_0_entrada;0;20
F_2_saida;CD_0_entrada;1;20
F_2_saida;CD_0_entrada;2;20
F_2_saida;CD_0_entrada;3;20
F_2_saida;CD_0_entrada;4;20
F_2_saida;CD_0_entrada;5;20
F_2_saida;CD_0_entrada;6;20
F_2_saida;CD_0_entrada;7;20
F_2_saida;CD_0_entrada;8;20
F_2_saida;CD_0_entrada;9;20
F_2_saida;CD_1_entrada;0;0
F_2_saida;CD_1_entrada;1;0
F_2_saida;CD_1_entrada;2;0
F_2_saida;CD_1_entrada;3;0
F_2_saida;CD_1_entrada;4;0
F_2_saida;CD_1_entrada;5;0
F_2_saida;CD_1_entrada;6;0
F_2_saida;CD_1_entrada;7;0
F_2_saida;CD_1_entrada;8;0
F_2_saida;CD_1_entrada;9;0
F_2_saida;CD_2_entrada;0;0
F_2_saida;CD_2_entrada;1;0
F_2_saida;CD_2_entrada;2;0
F_2_saida;CD_2_entrada;3;0
F_2_saida;CD_2_entrada;4;0
F_2_saida;CD_2_entrada;5;0
F_2_saida;CD_2_entrada;6;0
F_2_saida;CD_2_entrada;7;0
F_2_saida;CD_2_entrada;8;0
F_2_saida;CD_2_entrada;9;0
F_2_saida;CD_3_entrada;0;0
F_2_saida;CD_3_entrada;1;0
F_2_saida;CD_3_entrada;2;0
F_2_saida;CD_3_entrada;3;0
F_2_saida;CD_3_entrada;4;0
F_2_saida;CD_3_entrada;5;0
F_2_saida;CD_3_entrada;6;0
F_2_saida;CD_3_entrada;7;0
F_2_saida;CD_3_entrada;8;0
F_2_saida;CD_3_entrada;9;0
F_2_saida;CD_4_entrada;0;0
F_2_saida;CD_4_entrada;1;0
F_2_saida;CD_4_entrada;2;0
F_2_saida;CD_4_entrada;3;0
F_2_saida;CD_4_entrada;4;0
F_2_saida;CD_4_entrada;5;0
F_2_saida;CD_4_entrada;6;0
F_2_saida;CD_4_entrada;7;0
F_2_saida;CD_4_entrada;8;0
F_2_saida;CD_4_entrada;9;0
F_3_saida;CD_0_entrada;0;20
F_3_saida;CD_0_entrada;1;20
F_3_saida;CD_0_entrada;2;20
F_3_saida;CD_0_entrada;3;20
F_3_saida;CD_0_entrada;4;20
F_3_saida;CD_0_entrada;5;20
F_3_saida;CD_0_entrada;6;20
F_3_saida;CD_0_entrada;7;20
F_3_saida;CD_0_entrada;8;20
F_3_saida;CD_0_entrada;9;20
F_3_saida;CD_1_entrada;0;0
F_3_saida;CD_1_entrada;1;0
F_3_saida;CD_1_entrada;2;0
F_3_saida;CD_1_entrada;3;0
F_3_saida;CD_1_entrada;4;0
F_3_saida;CD_1_entrada;5;0
F_3_saida;CD_1_entrada;6;0
F_3_saida;CD_1_entrada;7;0
F_3_saida;CD_1_entrada;8;0
F_3_saida;CD_1_entrada;9;0
F_3_saida;CD_2_entrada;0;0
F_3_saida;CD_2_entrada;1;0
F_3_saida;CD_2_entrada;2;0
F_3_saida;CD_2_entrada;3;0
F_3_saida;CD_2_entrada;4;0
F_3_saida;CD_2_entrada;5;0
F_3_saida;CD_2_entrada;6;0
F_3_saida;CD_2_entrada;7;0
F_3_saida;CD_2_entrada;8;0
F_3_saida;CD_2_entrada;9;0
F_3_saida;CD_3_entrada;0;0
F_3_saida;CD_3_entrada;1;0
F_3_saida;CD_3_entrada;2;0
F_3_saida;CD_3_entrada;3;0
F_3_saida;CD_3_entrada;4;0
F_3_saida;CD_3_entrada;5;0
F_3_saida;CD_3_entrada;6;0
F_3_saida;CD_3_entrada;7;0
F_3_saida;CD_3_entrada;8;0
F_3_saida;CD_3_entrada;9;0
F_3_saida;CD_4_entrada;0;0
F_3_saida;CD_4_entrada;1;0
F_3_saida;CD_4_entrada;2;0
F_3_saida;CD_4_entrada;3;0
F_3_saida;CD_4_entrada;4;0
F_3_saida;CD_4_entrada;5;0
F_3_saida;CD_4_entrada;6;0
F_3_saida;CD_4_entrada;7;0
F_3_saida;CD_4_entrada;8;0
F_3_saida;CD_4_entrada;9;0
F_4_saida;CD_0_entrada;0;20
F_4_saida;CD_0_entrada;1;20
F_4_saida;CD_0_entrada;2;20
F_4_saida;CD_0_entrada;3;20
F_4_saida;CD_0_entrada;4;20
F_4_saida;CD_0_entrada;5;20
F_4_saida;CD_0_entrada;6;20
F_4_saida;CD_0_entrada;7;20
F_4_saida;CD_0_entrada;8;20
F_4_saida;CD_0_entrada;9;20
F_4_saida;CD_1_entrada;0;0
F_4_saida;CD_1_entrada;1;0
F_4_saida;CD_1_entrada;2;0
F_4_saida;CD_1_entrada;3;0
F_4_saida;CD_1_entrada;4;0
F_4_saida;CD_1_entrada;5;0
F_4_saida;CD_1_entrada;6;0
F_4_saida;CD_1_entrada;7;0
F_4_saida;CD_1_entrada;8;0
F_4_saida;CD_1_entrada;9;0
F_4_saida;CD_2_entrada;0;0
F_4_saida;CD_2_entrada;1;0
F_4_saida;CD_2_entrada;2;0
F_4_saida;CD_2_entrada;3;0
F_4_saida;CD_2_entrada;4;0
F_4_saida;CD_2_entrada;5;0
F_4_saida;CD_2_entrada;6;0
F_4_saida;CD_2_entrada;7;0
F_4_saida;CD_2_entrada;8;0
F_4_saida;CD_2_entrada;9;0
F_4_saida;CD_3_entrada;0;0
F_4_saida;CD_3_entrada;1;0
F_4_saida;CD_3_entrada;2;0
F_4_saida;CD_3_entrada;3;0
F_4_saida;CD_3_entrada;4;0
F_4_saida;CD_3_entrada;5;0
F_4_saida;CD_3_entrada;6;0
F_4_saida;CD_3_entrada;7;0
F_4_saida;CD_3_entrada;8;0
F_4_saida;CD_3_entrada;9;0
F_4_saida;CD_4_entrada;0;0
F_4_saida;CD_4_entrada;1;0
F_4_saida;CD_4_entrada;2;0
F_4_saida;CD_4_entrada;3;0
F_4_saida;CD_4_entrada;4;0
F_4_saida;CD_4_entrada;5;0
F_4_saida;CD_4_entrada;6;0
F_4_saida;CD_4_entrada;7;0
F_4_saida;CD_4_entrada;8;0
F_4_saida;CD_4_entrada;9;0
CD_0_saida;CD_1_entrada;0;0
CD_0_saida;CD_1_entrada;1;0
CD_0_saida;CD_1_entrada;2;0
CD_0_saida;CD_1_entrada;3;0
CD_0_saida;CD_1_entrada;4;0
CD_0_saida;CD_1_entrada;5;0
CD_0_saida;CD_1_entrada;6;0
CD_0_saida;CD_1_entrada;7;0
CD_0_saida;CD_1_entrada;8;0
CD_0_saida;CD_1_entrada;9;0
CD_0_saida;CD_2_entrada;0;0
CD_0_saida;CD_2_entrada;1;0
CD_0_saida;CD_2_entrada;2;0
CD_0_saida;CD_2_entrada;3;0
CD_0_saida;CD_2_entrada;4;0
CD_0_saida;CD_2_entrada;5;0
CD_0_saida;CD_2_entrada;6;0
CD_0_saida;CD_2_entrada;7;0
CD_0_saida;CD_2_entrada;8;0
CD_0_saida;CD_2_entrada;9;0
CD_0_saida;CD_3_entrada;0;0
CD_0_saida;CD_3_entrada;1;0
CD_0_saida;CD_3_entrada;2;0
CD_0_saida;CD_3_entrada;3;0
CD_0_saida;CD_3_entrada;4;0
CD_0_saida;CD_3_entrada;5;0
CD_0_saida;CD_3_entrada;6;0
CD_0_saida;CD_3_entrada;7;0
CD_0_saida;CD_3_entrada;8;0
CD_0_saida;CD_3_entrada;9;0
CD_0_saida;CD_4_entrada;0;0
CD_0_saida;CD_4_entrada;1;0
CD_0_saida;CD_4_entrada;2;0
CD_0_saida;CD_4_entrada;3;0
CD_0_saida;CD_4_entrada;4;0
CD_0_saida;CD_4_entrada;5;0
CD_0_saida;CD_4_entrada;6;0
CD_0_saida;CD_4_entrada;7;0
CD_0_saida;CD_4_entrada;8;0
CD_0_saida;CD_4_entrada;9;0
CD_1_saida;CD_0_entrada;0;0
CD_1_saida;CD_0_entrada;1;0
CD_1_saida;CD_0_entrada;2;0
CD_1_saida;CD_0_entrada;3;0
CD_1_saida;CD_0_entrada;4;0
CD_1_saida;CD_0_entrada;5;0
CD_1_saida;CD_0_entrada;6;0
CD_1_saida;CD_0_entrada;7;0
CD_1_saida;CD_0_entrada;8;0
CD_1_saida;CD_0_entrada;9;0
CD_1_saida;CD_2_entrada;0;0
CD_1_saida;CD_2_entrada;1;0
CD_1_saida;CD_2_entrada;2;0
CD_1_saida;CD_2_entrada;3;0
CD_1_saida;CD_2_entrada;4;0
CD_1_saida;CD_2_entrada;5;0
CD_1_saida;CD_2_entrada;6;0
CD_1_saida;CD_2_entrada;7;0
CD_1_saida;CD_2_entrada;8;0
CD_1_saida;CD_2_entrada;9;0
CD_1_saida;CD_3_entrada;0;0
CD_1_saida;CD_3_entrada;1;0
CD_1_saida;CD_3_entrada;2;0
CD_1_saida;CD_3_entrada;3;0
CD_1_saida;CD_3_entrada;4;0
CD_1_saida;CD_3_entrada;5;0
CD_1_saida;CD_3_entrada;6;0
CD_1_saida;CD_3_entrada;7;0
CD_1_saida;CD_3_entrada;8;0
CD_1_saida;CD_3_entrada;9;0
CD_1_saida;CD_4_entrada;0;0
CD_1_saida;CD_4_entrada;1;0
CD_1_saida;CD_4_entrada;2;0
CD_1_saida;CD_4_entrada;3;0
CD_1_saida;CD_4_entrada;4;0
CD_1_saida;CD_4_entrada;5;0
CD_1_saida;CD_4_entrada;6;0
CD_1_saida;CD_4_entrada;7;0
CD_1_saida;CD_4_entrada;8;0
CD_1_saida;CD_4_entrada;9;0
CD_2_saida;CD_0_entrada;0;0
CD_2_saida;CD_0_entrada;1;0
CD_2_saida;CD_0_entrada;2;0
CD_2_saida;CD_0_entrada;3;0
CD_2_saida;CD_0_entrada;4;0
CD_2_saida;CD_0_entrada;5;0
CD_2_saida;CD_0_entrada;6;0
CD_2_saida;CD_0_entrada;7;0
CD_2_saida;CD_0_entrada;8;0
CD_2_saida;CD_0_entrada;9;0
CD_2_saida;CD_1_entrada;0;0
CD_2_saida;CD_1_entrada;1;0
CD_2_saida;CD_1_entrada;2;0
CD_2_saida;CD_1_entrada;3;0
CD_2_saida;CD_1_entrada;4;0
CD_2_saida;CD_1_entrada;5;0
CD_2_saida;CD_1_entrada;6;0
CD_2_saida;CD_1_entrada;7;0
CD_2_saida;CD_1_entrada;8;0
CD_2_saida;CD_1_entrada;9;0
CD_2_saida;CD_3_entrada;0;0
CD_2_saida;CD_3_entrada;1;0
CD_2_saida;CD_3_entrada;2;0
CD_2_saida;CD_3_entrada;3;0
CD_2_saida;CD_3_entrada;4;0
CD_2_saida;CD_3_entrada;5;0
CD_2_saida;CD_3_entrada;6;0
CD_2_saida;CD_3_entrada;7;0
CD_2_saida;CD_3_entrada;8;0
CD_2_saida;CD_3_entrada;9;0
CD_2_saida;CD_4_entrada;0;0
CD_2_saida;CD_4_entrada;1;0
CD_2_saida;CD_4_entrada;2;0
CD_2_saida;CD_4_entrada;3;0
CD_2_saida;CD_4_entrada;4;0
CD_2_saida;CD_4_entrada;5;0
CD_2_saida;CD_4_entrada;6;0
CD_2_saida;CD_4_entrada;7;0
CD_2_saida;CD_4_entrada;8;0
CD_2_saida;CD_4_entrada;9;0
CD_3_saida;CD_0_entrada;0;0
CD_3_saida;CD_0_entrada;1;0
CD_3_saida;CD_0_entrada;2;0
CD_3_saida;CD_0_entrada;3;0
CD_3_saida;CD_0_entrada;4;0
CD_3_saida;CD_0_entrada;5;0
CD_3_saida;CD_0_entrada;6;0
CD_3_saida;CD_0_entrada;7;0
CD_3_saida;CD_0_entrada;8;0
CD_3_saida;CD_0_entrada;9;0
CD_3_saida;CD_1_entrada;0;0
CD_3_saida;CD_1_entrada;1;0
CD_3_saida;CD_1_entrada;2;0
CD_3_saida;CD_1_entrada;3;0
CD_3_saida;CD_1_entrada;4;0
CD_3_saida;CD_1_entrada;5;0
CD_3_saida;CD_1_entrada;6;0
CD_3_saida;CD_1_entrada;7;0
CD_3_saida;CD_1_entrada;8;0
CD_3_saida;CD_1_entrada;9;0
CD_3_saida;CD_2_entrada;0;0
CD_3_saida;CD_2_entrada;1;0
CD_3_saida;CD_2_entrada;2;0
CD_3_saida;CD_2_entrada;3;0
CD_3_saida;CD_2_entrada;4;0
CD_3_saida;CD_2_entrada;5;0
CD_3_saida;CD_2_entrada;6;0
CD_3_saida;CD_2_entrada;7;0
CD_3_saida;CD_2_entrada;8;0
CD_3_saida;CD_2_entrada;9;0
CD_3_saida;CD_4_entrada;0;0
