tipo_de_arco,i,j,s,a,b,c,m,n
localidade,F_2_entrada,F_2_saida,8,19909,94,1000.0,0,0
localidade,F_2_entrada,F_2_saida,9,19909,46,1000.0,0,0
localidade,F_3_entrada,F_3_saida,0,21365,96,1000.0,0,0
localidade,F_3_entrada,F_3_saida,1,21365,26,1000.0,0,0
localidade,F_3_entrada,F_3_saida,2,21365,91,1000.0,0,0
localidade,F_3_entrada,F_3_saida,3,21365,16,1000.0,0,0
localidade,F_3_entrada,F_3_saida,4,21365,48,1000.0,0,0
localidade,F_3_entrada,F_3_saida,5,21365,74,1000.0,0,0
localidade,F_3_entrada,F_3_saida,6,21365,95,1000.0,0,0
localidade,F_3_entrada,F_3_saida,7,21365,81,1000.0,0,0
localidade,F_3_entrada,F_3_saida,8,21365,82,1000.0,0,0
localidade,F_3_entrada,F_3_saida,9,21365,71,1000.0,0,0
localidade,F_4_entrada,F_4_saida,0,72611,79,1000.0,0,0
localidade,F_4_entrada,F_4_saida,1,72611,80,1000.0,0,0
localidade,F_4_entrada,F_4_saida,2,72611,45,1000.0,0,0
localidade,F_4_entrada,F_4_saida,3,72611,89,1000.0,0,0
localidade,F_4_entrada,F_4_saida,4,72611,73,1000.0,0,0
localidade,F_4_entrada,F_4_saida,5,72611,92,1000.0,0,0
localidade,F_4_entrada,F_4_saida,6,72611,86,1000.0,0,0
localidade,F_4_entrada,F_4_saida,7,72611,83,1000.0,0,0
localidade,F_4_entrada,F_4_saida,8,72611,75,1000.0,0,0
localidade,F_4_entrada,F_4_saida,9,72611,63,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,0,86899,23,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,1,86899,34,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,2,86899,53,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,3,86899,41,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,4,86899,80,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,5,86899,57,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,6,86899,84,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,7,86899,54,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,8,86899,12,1000.0,0,0
localidade,CD_0_entrada,CD_0_saida,9,86899,41,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,0,75102,85,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,1,75102,41,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,2,75102,84,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,3,75102,80,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,4,75102,77,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,5,75102,64,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,6,75102,11,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,7,75102,18,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,8,75102,96,1000.0,0,0
localidade,CD_1_entrada,CD_1_saida,9,75102,43,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,0,13246,68,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,1,13246,44,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,2,13246,99,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,3,13246,88,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,4,13246,27,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,5,13246,29,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,6,13246,80,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,7,13246,65,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,8,13246,94,1000.0,0,0
localidade,CD_2_entrada,CD_2_saida,9,13246,50,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,0,55204,51,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,1,55204,33,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,2,55204,79,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,3,55204,12,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,4,55204,18,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,5,55204,50,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,6,55204,30,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,7,55204,57,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,8,55204,62,1000.0,0,0
localidade,CD_3_entrada,CD_3_saida,9,55204,41,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,0,31952,48,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,1,31952,35,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,2,31952,76,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,3,31952,29,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,4,31952,19,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,5,31952,90,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,6,31952,51,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,7,31952,51,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,8,31952,55,1000.0,0,0
localidade,CD_4_entrada,CD_4_saida,9,31952,16,1000.0,0,0
localidade,C_0_entrada,C_0_saida,0,34249,47,1000.0,0,0
localidade,C_0_entrada,C_0_saida,1,34249,49,1000.0,0,0
localidade,C_0_entrada,C_0_saida,2,34249,16,1000.0,0,0
localidade,C_0_entrada,C_0_saida,3,34249,89,1000.0,0,0
localidade,C_0_entrada,C_0_saida,4,34249,66,1000.0,0,0
localidade,C_0_entrada,C_0_saida,5,34249,43,1000.0,0,0
localidade,C_0_entrada,C_0_saida,6,34249,40,1000.0,0,0
localidade,C_0_entrada,C_0_saida,7,34249,53,1000.0,0,0
localidade,C_0_entrada,C_0_saida,8,34249,12,1000.0,0,0
localidade,C_0_entrada,C_0_saida,9,34249,46,1000.0,0,0
localidade,C_1_entrada,C_1_saida,0,69923,61,1000.0,0,0
localidade,C_1_entrada,C_1_saida,1,69923,28,1000.0,0,0
localidade,C_1_entrada,C_1_saida,2,69923,66,1000.0,0,0
localidade,C_1_entrada,C_1_saida,3,69923,30,1000.0,0,0
localidade,C_1_entrada,C_1_saida,4,69923,46,1000.0,0,0
localidade,C_1_entrada,C_1_saida,5,69923,54,1000.0,0,0
localidade,C_1_entrada,C_1_saida,6,69923,41,1000.0,0,0
localidade,C_1_entrada,C_1_saida,7,69923,55,1000.0,0,0
localidade,C_1_entrada,C_1_saida,8,69923,88,1000.0,0,0
localidade,C_1_entrada,C_1_saida,9,69923,48,1000.0,0,0
localidade,C_2_entrada,C_2_saida,0,15705,28,1000.0,0,0
localidade,C_2_entrada,C_2_saida,1,15705,45,1000.0,0,0
localidade,C_2_entrada,C_2_saida,2,15705,70,1000.0,0,0
localidade,C_2_entrada,C_2_saida,3,15705,63,1000.0,0,0
localidade,C_2_entrada,C_2_saida,4,15705,65,1000.0,0,0
localidade,C_2_entrada,C_2_saida,5,15705,23,1000.0,0,0
localidade,C_2_entrada,C_2_saida,6,15705,44,1000.0,0,0
localidade,C_2_entrada,C_2_saida,7,15705,63,1000.0,0,0
localidade,C_2_entrada,C_2_saida,8,15705,16,1000.0,0,0
localidade,C_2_entrada,C_2_saida,9,15705,97,1000.0,0,0
localidade,C_3_entrada,C_3_saida,0,40684,19,1000.0,0,0
localidade,C_3_entrada,C_3_saida,1,40684,73,1000.0,0,0
localidade,C_3_entrada,C_3_saida,2,40684,56,1000.0,0,0
localidade,C_3_entrada,C_3_saida,3,40684,56,1000.0,0,0
localidade,C_3_entrada,C_3_saida,4,40684,93,1000.0,0,0
localidade,C_3_entrada,C_3_saida,5,40684,20,1000.0,0,0
localidade,C_3_entrada,C_3_saida,6,40684,81,1000.0,0,0
localidade,C_3_entrada,C_3_saida,7,40684,52,1000.0,0,0
localidade,C_3_entrada,C_3_saida,8,40684,75,1000.0,0,0
localidade,C_3_entrada,C_3_saida,9,40684,44,1000.0,0,0
localidade,C_4_entrada,C_4_saida,0,90440,93,1000.0,0,0
localidade,C_4_entrada,C_4_saida,1,90440,83,1000.0,0,0
localidade,C_4_entrada,C_4_saida,2,90440,15,1000.0,0,0
localidade,C_4_entrada,C_4_saida,3,90440,89,1000.0,0,0
localidade,C_4_entrada,C_4_saida,4,90440,19,1000.0,0,0
localidade,C_4_entrada,C_4_saida,5,90440,72,1000.0,0,0
localidade,C_4_entrada,C_4_saida,6,90440,77,1000.0,0,0
localidade,C_4_entrada,C_4_saida,7,90440,18,1000.0,0,0
localidade,C_4_entrada,C_4_saida,8,90440,25,1000.0,0,0
localidade,C_4_entrada,C_4_saida,9,90440,60,1000.0,0,0
localidade,C_5_entrada,C_5_saida,0,36579,65,1000.0,0,0
localidade,C_5_entrada,C_5_saida,1,36579,83,1000.0,0,0
localidade,C_5_entrada,C_5_saida,2,36579,44,1000.0,0,0
localidade,C_5_entrada,C_5_saida,3,36579,19,1000.0,0,0
localidade,C_5_entrada,C_5_saida,4,36579,18,1000.0,0,0
localidade,C_5_entrada,C_5_saida,5,36579,44,1000.0,0,0
localidade,C_5_entrada,C_5_saida,6,36579,57,1000.0,0,0
localidade,C_5_entrada,C_5_saida,7,36579,62,1000.0,0,0
localidade,C_5_entrada,C_5_saida,8,36579,56,1000.0,0,0
localidade,C_5_entrada,C_5_saida,9,36579,30,1000.0,0,0
localidade,C_6_entrada,C_6_saida,0,27087,48,1000.0,0,0
localidade,C_6_entrada,C_6_saida,1,27087,83,1000.0,0,0
localidade,C_6_entrada,C_6_saida,2,27087,35,1000.0,0,0
localidade,C_6_entrada,C_6_saida,3,27087,93,1000.0,0,0
localidade,C_6_entrada,C_6_saida,4,27087,50,1000.0,0,0
localidade,C_6_entrada,C_6_saida,5,27087,67,1000.0,0,0
localidade,C_6_entrada,C_6_saida,6,27087,88,1000.0,0,0
localidade,C_6_entrada,C_6_saida,7,27087,39,1000.0,0,0
localidade,C_6_entrada,C_6_saida,8,27087,75,1000.0,0,0
localidade,C_6_entrada,C_6_saida,9,27087,52,1000.0,0,0
localidade,C_7_entrada,C_7_saida,0,70822,89,1000.0,0,0
localidade,C_7_entrada,C_7_saida,1,70822,37,1000.0,0,0
localidade,C_7_entrada,C_7_saida,2,70822,45,1000.0,0,0
localidade,C_7_entrada,C_7_saida,3,70822,62,1000.0,0,0
localidade,C_7_entrada,C_7_saida,4,70822,81,1000.0,0,0
localidade,C_7_entrada,C_7_saida,5,70822,11,1000.0,0,0
localidade,C_7_entrada,C_7_saida,6,70822,60,1000.0,0,0
localidade,C_7_entrada,C_7_saida,7,70822,77,1000.0,0,0
localidade,C_7_entrada,C_7_saida,8,70822,64,1000.0,0,0
localidade,C_7_entrada,C_7_saida,9,70822,17,1000.0,0,0
localidade,C_8_entrada,C_8_saida,0,65152,71,1000.0,0,0
localidade,C_8_entrada,C_8_saida,1,65152,87,1000.0,0,0
localidade,C_8_entrada,C_8_saida,2,65152,99,1000.0,0,0
localidade,C_8_entrada,C_8_saida,3,65152,71,1000.0,0,0
localidade,C_8_entrada,C_8_saida,4,65152,90,1000.0,0,0
localidade,C_8_entrada,C_8_saida,5,65152,23,1000.0,0,0
localidade,C_8_entrada,C_8_saida,6,65152,94,1000.0,0,0
localidade,C_8_entrada,C_8_saida,7,65152,64,1000.0,0,0
localidade,C_8_entrada,C_8_saida,8,65152,56,1000.0,0,0
localidade,C_8_entrada,C_8_saida,9,65152,60,1000.0,0,0
localidade,C_9_entrada,C_9_saida,0,84226,84,1000.0,0,0
localidade,C_9_entrada,C_9_saida,1,84226,40,1000.0,0,0
localidade,C_9_entrada,C_9_saida,2,84226,89,1000.0,0,0
localidade,C_9_entrada,C_9_saida,3,84226,83,1000.0,0,0
localidade,C_9_entrada,C_9_saida,4,84226,35,1000.0,0,0
localidade,C_9_entrada,C_9_saida,5,84226,44,1000.0,0,0
localidade,C_9_entrada,C_9_saida,6,84226,82,1000.0,0,0
localidade,C_9_entrada,C_9_saida,7,84226,86,1000.0,0,0
localidade,C_9_entrada,C_9_saida,8,84226,92,1000.0,0,0
localidade,C_9_entrada,C_9_saida,9,84226,36,1000.0,0,0
localidade,C_10_entrada,C_10_saida,0,56382,14,1000.0,0,0
localidade,C_10_entrada,C_10_saida,1,56382,45,1000.0,0,0
localidade,C_10_entrada,C_10_saida,2,56382,97,1000.0,0,0
localidade,C_10_entrada,C_10_saida,3,56382,18,1000.0,0,0
localidade,C_10_entrada,C_10_saida,4,56382,96,1000.0,0,0
localidade,C_10_entrada,C_10_saida,5,56382,64,1000.0,0,0
localidade,C_10_entrada,C_10_saida,6,56382,42,1000.0,0,0
localidade,C_10_entrada,C_10_saida,7,56382,33,1000.0,0,0
localidade,C_10_entrada,C_10_saida,8,56382,58,1000.0,0,0
localidade,C_10_entrada,C_10_saida,9,56382,33,1000.0,0,0
localidade,C_11_entrada,C_11_saida,0,68198,30,1000.0,0,0
localidade,C_11_entrada,C_11_saida,1,68198,95,1000.0,0,0
localidade,C_11_entrada,C_11_saida,2,68198,41,1000.0,0,0
localidade,C_11_entrada,C_11_saida,3,68198,79,1000.0,0,0
localidade,C_11_entrada,C_11_saida,4,68198,13,1000.0,0,0
localidade,C_11_entrada,C_11_saida,5,68198,99,1000.0,0,0
localidade,C_11_entrada,C_11_saida,6,68198,63,1000.0,0,0
localidade,C_11_entrada,C_11_saida,7,68198,64,1000.0,0,0
localidade,C_11_entrada,C_11_saida,8,68198,82,1000.0,0,0
localidade,C_11_entrada,C_11_saida,9,68198,88,1000.0,0,0
localidade,C_12_entrada,C_12_saida,0,70328,79,1000.0,0,0
localidade,C_12_entrada,C_12_saida,1,70328,86,1000.0,0,0
localidade,C_12_entrada,C_12_saida,2,70328,60,1000.0,0,0
localidade,C_12_entrada,C_12_saida,3,70328,66,1000.0,0,0
localidade,C_12_entrada,C_12_saida,4,70328,10,1000.0,0,0
localidade,C_12_entrada,C_12_saida,5,70328,45,1000.0,0,0
localidade,C_12_entrada,C_12_saida,6,70328,70,1000.0,0,0
localidade,C_12_entrada,C_12_saida,7,70328,85,1000.0,0,0
localidade,C_12_entrada,C_12_saida,8,70328,18,1000.0,0,0
localidade,C_12_entrada,C_12_saida,9,70328,43,1000.0,0,0
localidade,C_13_entrada,C_13_saida,0,14336,29,1000.0,0,0
localidade,C_13_entrada,C_13_saida,1,14336,53,1000.0,0,0
localidade,C_13_entrada,C_13_saida,2,14336,38,1000.0,0,0
localidade,C_13_entrada,C_13_saida,3,14336,63,1000.0,0,0
localidade,C_13_entrada,C_13_saida,4,14336,85,1000.0,0,0
localidade,C_13_entrada,C_13_saida,5,14336,60,1000.0,0,0
localidade,C_13_entrada,C_13_saida,6,14336,76,1000.0,0,0
localidade,C_13_entrada,C_13_saida,7,14336,67,1000.0,0,0
localidade,C_13_entrada,C_13_saida,8,14336,11,1000.0,0,0
localidade,C_13_entrada,C_13_saida,9,14336,76,1000.0,0,0
localidade,C_14_entrada,C_14_saida,0,13821,69,1000.0,0,0
localidade,C_14_entrada,C_14_saida,1,13821,39,1000.0,0,0
localidade,C_14_entrada,C_14_saida,2,13821,31,1000.0,0,0
localidade,C_14_entrada,C_14_saida,3,13821,47,1000.0,0,0
localidade,C_14_entrada,C_14_saida,4,13821,83,1000.0,0,0
localidade,C_14_entrada,C_14_saida,5,13821,24,1000.0,0,0
localidade,C_14_entrada,C_14_saida,6,13821,78,1000.0,0,0
localidade,C_14_entrada,C_14_saida,7,13821,90,1000.0,0,0
localidade,C_14_entrada,C_14_saida,8,13821,43,1000.0,0,0
localidade,C_14_entrada,C_14_saida,9,13821,60,1000.0,0,0
localidade,C_15_entrada,C_15_saida,0,41708,95,1000.0,0,0
localidade,C_15_entrada,C_15_saida,1,41708,87,1000.0,0,0
localidade,C_15_entrada,C_15_saida,2,41708,74,1000.0,0,0
localidade,C_15_entrada,C_15_saida,3,41708,53,1000.0,0,0
localidade,C_15_entrada,C_15_saida,4,41708,59,1000.0,0,0
localidade,C_15_entrada,C_15_saida,5,41708,32,1000.0,0,0
localidade,C_15_entrada,C_15_saida,6,41708,26,1000.0,0,0
localidade,C_15_entrada,C_15_saida,7,41708,40,1000.0,0,0
localidade,C_15_entrada,C_15_saida,8,41708,29,1000.0,0,0
localidade,C_15_entrada,C_15_saida,9,41708,40,1000.0,0,0
localidade,C_16_entrada,C_16_saida,0,96051,28,1000.0,0,0
localidade,C_16_entrada,C_16_saida,1,96051,19,1000.0,0,0
localidade,C_16_entrada,C_16_saida,2,96051,21,1000.0,0,0
localidade,C_16_entrada,C_16_saida,3,96051,41,1000.0,0,0
localidade,C_16_entrada,C_16_saida,4,96051,36,1000.0,0,0
localidade,C_16_entrada,C_16_saida,5,96051,25,1000.0,0,0
localidade,C_16_entrada,C_16_saida,6,96051,66,1000.0,0,0
localidade,C_16_entrada,C_16_saida,7,96051,42,1000.0,0,0
localidade,C_16_entrada,C_16_saida,8,96051,18,1000.0,0,0
localidade,C_16_entrada,C_16_saida,9,96051,96,1000.0,0,0
localidade,C_17_entrada,C_17_saida,0,81161,63,1000.0,0,0
localidade,C_17_entrada,C_17_saida,1,81161,23,1000.0,0,0
localidade,C_17_entrada,C_17_saida,2,81161,62,1000.0,0,0
localidade,C_17_entrada,C_17_saida,3,81161,93,1000.0,0,0
localidade,C_17_entrada,C_17_saida,4,81161,10,1000.0,0,0
localidade,C_17_entrada,C_17_saida,5,81161,75,1000.0,0,0
localidade,C_17_entrada,C_17_saida,6,81161,56,1000.0,0,0
localidade,C_17_entrada,C_17_saida,7,81161,59,1000.0,0,0
localidade,C_17_entrada,C_17_saida,8,81161,20,1000.0,0,0
localidade,C_17_entrada,C_17_saida,9,81161,82,1000.0,0,0
localidade,C_18_entrada,C_18_saida,0,22836,32,1000.0,0,0
localidade,C_18_entrada,C_18_saida,1,22836,10,1000.0,0,0
localidade,C_18_entrada,C_18_saida,2,22836,20,1000.0,0,0
localidade,C_18_entrada,C_18_saida,3,22836,11,1000.0,0,0
localidade,C_18_entrada,C_18_saida,4,22836,16,1000.0,0,0
localidade,C_18_entrada,C_18_saida,5,22836,88,1000.0,0,0
localidade,C_18_entrada,C_18_saida,6,22836,34,1000.0,0,0
localidade,C_18_entrada,C_18_saida,7,22836,23,1000.0,0,0
localidade,C_18_entrada,C_18_saida,8,22836,11,1000.0,0,0
localidade,C_18_entrada,C_18_saida,9,22836,51,1000.0,0,0
localidade,C_19_entrada,C_19_saida,0,53332,31,1000.0,0,0
localidade,C_19_entrada,C_19_saida,1,53332,88,1000.0,0,0
localidade,C_19_entrada,C_19_saida,2,53332,51,1000.0,0,0
localidade,C_19_entrada,C_19_saida,3,53332,52,1000.0,0,0
localidade,C_19_entrada,C_19_saida,4,53332,45,1000.0,0,0
localidade,C_19_entrada,C_19_saida,5,53332,65,1000.0,0,0
localidade,C_19_entrada,C_19_saida,6,53332,77,1000.0,0,0
localidade,C_19_entrada,C_19_saida,7,53332,60,1000.0,0,0
localidade,C_19_entrada,C_19_saida,8,53332,77,1000.0,0,0
localidade,C_19_entrada,C_19_saida,9,53332,21,1000.0,0,0
transporte,F_0_saida,CD_0_entrada,0,0,109,0.0,61,53
transporte,F_0_saida,CD_0_entrada,1,0,74,0.0,81,44
transporte,F_0_saida,CD_0_entrada,2,0,79,0.0,103,49
transporte,F_0_saida,CD_0_entrada,3,0,89,0.0,58,99
transporte,F_0_saida,CD_0_entrada,4,0,139,0.0,64,53
transporte,F_0_saida,CD_0_entrada,5,0,94,0.0,42,76
transporte,F_0_saida,CD_0_entrada,6,0,101,0.0,16,75
transporte,F_0_saida,CD_0_entrada,7,0,141,0.0,48,45
transporte,F_0_saida,CD_0_entrada,8,0,156,0.0,97,47
transporte,F_0_saida,CD_0_entrada,9,0,118,0.0,64,38
transporte,F_0_saida,CD_1_entrada,0,0,94,0.0,106,88
transporte,F_0_saida,CD_1_entrada,1,0,122,0.0,86,61
transporte,F_0_saida,CD_1_entrada,2,0,87,0.0,41,20
transporte,F_0_saida,CD_1_entrada,3,0,48,0.0,69,89
transporte,F_0_saida,CD_1_entrada,4,0,127,0.0,111,75
transporte,F_0_saida,CD_1_entrada,5,0,169,0.0,80,36
transporte,F_0_saida,CD_1_entrada,6,0,64,0.0,75,90
transporte,F_0_saida,CD_1_entrada,7,0,67,0.0,47,99
transporte,F_0_saida,CD_1_entrada,8,0,67,0.0,35,23
transporte,F_0_saida,CD_1_entrada,9,0,124,0.0,36,52
transporte,F_0_saida,CD_2_entrada,0,0,124,0.0,20,43
transporte,F_0_saida,CD_2_entrada,1,0,121,0.0,55,34
transporte,F_0_saida,CD_2_entrada,2,0,149,0.0,91,18
transporte,F_0_saida,CD_2_entrada,3,0,66,0.0,21,39
transporte,F_0_saida,CD_2_entrada,4,0,124,0.0,45,62
transporte,F_0_saida,CD_2_entrada,5,0,78,0.0,108,37
transporte,F_0_saida,CD_2_entrada,6,0,37,0.0,55,41
transporte,F_0_saida,CD_2_entrada,7,0,119,0.0,96,51
transporte,F_0_saida,CD_2_entrada,8,0,76,0.0,48,58
transporte,F_0_saida,CD_2_entrada,9,0,46,0.0,75,88
transporte,F_0_saida,CD_3_entrada,0,0,143,0.0,113,72
transporte,F_0_saida,CD_3_entrada,1,0,148,0.0,86,83
transporte,F_0_saida,CD_3_entrada,2,0,106,0.0,31,47
transporte,F_0_saida,CD_3_entrada,3,0,77,0.0,69,92
transporte,F_0_saida,CD_3_entrada,4,0,98,0.0,65,50
transporte,F_0_saida,CD_3_entrada,5,0,79,0.0,82,70
transporte,F_0_saida,CD_3_entrada,6,0,116,0.0,81,40
transporte,F_0_saida,CD_3_entrada,7,0,135,0.0,95,45
transporte,F_0_saida,CD_3_entrada,8,0,99,0.0,36,12
transporte,F_0_saida,CD_3_entrada,9,0,96,0.0,25,97
transporte,F_0_saida,CD_4_entrada,0,0,175,0.0,59,61
transporte,F_0_saida,CD_4_entrada,1,0,129,0.0,65,33
transporte,F_0_saida,CD_4_entrada,2,0,84,0.0,104,43
transporte,F_0_saida,CD_4_entrada,3,0,99,0.0,82,40
transporte,F_0_saida,CD_4_entrada,4,0,126,0.0,91,29
transporte,F_0_saida,CD_4_entrada,5,0,183,0.0,85,61
transporte,F_0_saida,CD_4_entrada,6,0,131,0.0,40,29
transporte,F_0_saida,CD_4_entrada,7,0,89,0.0,43,91
transporte,F_0_saida,CD_4_entrada,8,0,92,0.0,70,14
transporte,F_0_saida,CD_4_entrada,9,0,101,0.0,41,97
transporte,F_1_saida,CD_0_entrada,0,0,140,0.0,34,89
transporte,F_1_saida,CD_0_entrada,1,0,184,0.0,54,79
transporte,F_1_saida,CD_0_entrada,2,0,78,0.0,105,28
transporte,F_1_saida,CD_0_entrada,3,0,74,0.0,76,91
transporte,F_1_saida,CD_0_entrada,4,0,102,0.0,95,71
transporte,F_1_saida,CD_0_entrada,5,0,135,0.0,27,10
transporte,F_1_saida,CD_0_entrada,6,0,103,0.0,69,40
transporte,F_1_saida,CD_0_entrada,7,0,52,0.0,104,27
transporte,F_1_saida,CD_0_entrada,8,0,161,0.0,64,13
transporte,F_1_saida,CD_0_entrada,9,0,115,0.0,98,62
transporte,F_1_saida,CD_1_entrada,0,0,49,0.0,23,65
transporte,F_1_saida,CD_1_entrada,1,0,92,0.0,73,61
transporte,F_1_saida,CD_1_entrada,2,0,116,0.0,65,71
transporte,F_1_saida,CD_1_entrada,3,0,99,0.0,66,13
transporte,F_1_saida,CD_1_entrada,4,0,57,0.0,83,60
transporte,F_1_saida,CD_1_entrada,5,0,111,0.0,44,59
transporte,F_1_saida,CD_1_entrada,6,0,89,0.0,14,19
transporte,F_1_saida,CD_1_entrada,7,0,76,0.0,90,55
transporte,F_1_saida,CD_1_entrada,8,0,104,0.0,73,97
transporte,F_1_saida,CD_1_entrada,9,0,177,0.0,63,10
transporte,F_1_saida,CD_2_entrada,0,0,129,0.0,93,23
transporte,F_1_saida,CD_2_entrada,1,0,117,0.0,32,97
transporte,F_1_saida,CD_2_entrada,2,0,143,0.0,49,11
transporte,F_1_saida,CD_2_entrada,3,0,175,0.0,38,80
transporte,F_1_saida,CD_2_entrada,4,0,85,0.0,88,96
transporte,F_1_saida,CD_2_entrada,5,0,95,0.0,74,91
transporte,F_1_saida,CD_2_entrada,6,0,89,0.0,85,65
transporte,F_1_saida,CD_2_entrada,7,0,79,0.0,29,13
transporte,F_1_saida,CD_2_entrada,8,0,80,0.0,39,82
transporte,F_1_saida,CD_2_entrada,9,0,101,0.0,40,75
transporte,F_1_saida,CD_3_entrada,0,0,78,0.0,104,85
transporte,F_1_saida,CD_3_entrada,1,0,90,0.0,113,87
transporte,F_1_saida,CD_3_entrada,2,0,110,0.0,102,85
transporte,F_1_saida,CD_3_entrada,3,0,116,0.0,107,33
transporte,F_1_saida,CD_3_entrada,4,0,131,0.0,99,52
transporte,F_1_saida,CD_3_entrada,5,0,166,0.0,75,57
transporte,F_1_saida,CD_3_entrada,6,0,87,0.0,105,62
transporte,F_1_saida,CD_3_entrada,7,0,119,0.0,74,90
transporte,F_1_saida,CD_3_entrada,8,0,60,0.0,103,80
transporte,F_1_saida,CD_3_entrada,9,0,122,0.0,102,93
transporte,F_1_saida,CD_4_entrada,0,0,121,0.0,68,58
transporte,F_1_saida,CD_4_entrada,1,0,84,0.0,97,93
transporte,F_1_saida,CD_4_entrada,2,0,102,0.0,43,80
transporte,F_1_saida,CD_4_entrada,3,0,48,0.0,92,70
transporte,F_1_saida,CD_4_entrada,4,0,88,0.0,99,89
transporte,F_1_saida,CD_4_entrada,5,0,57,0.0,73,10
transporte,F_1_saida,CD_4_entrada,6,0,119,0.0,94,54
transporte,F_1_saida,CD_4_entrada,7,0,113,0.0,30,98
