vertice;UF;tipo
CLT_187_in;RR;passagem
CLT_188_in;BA;passagem
CLT_189_in;RN;passagem
CLT_190_in;AL;passagem
CLT_191_in;MS;passagem
CLT_192_in;AL;passagem
CLT_193_in;PR;passagem
CLT_194_in;MA;passagem
CLT_195_in;MG;passagem
CLT_196_in;PA;passagem
CLT_197_in;PR;passagem
CLT_198_in;MG;passagem
CLT_199_in;AL;passagem
CLT_200_in;SP;passagem
CLT_201_in;ES;passagem
CLT_202_in;TO;passagem
CLT_203_in;AL;passagem
CLT_204_in;MG;passagem
CLT_205_in;MA;passagem
CLT_206_in;SP;passagem
CLT_207_in;SE;passagem
CLT_208_in;GO;passagem
CLT_209_in;PR;passagem
CLT_210_in;RO;passagem
CLT_211_in;MG;passagem
CLT_212_in;RO;passagem
CLT_213_in;AM;passagem
CLT_214_in;BA;passagem
CLT_215_in;TO;passagem
CLT_216_in;MS;passagem
CLT_217_in;TO;passagem
CLT_218_in;CE;passagem
CLT_219_in;RO;passagem
CLT_220_in;SE;passagem
CLT_221_in;TO;passagem
CLT_222_in;AC;passagem
CLT_223_in;RN;passagem
CLT_224_in;PA;passagem
CLT_225_in;CE;passagem
CLT_226_in;RJ;passagem
CLT_227_in;TO;passagem
CLT_228_in;GO;passagem
CLT_229_in;RO;passagem
CLT_230_in;MG;passagem
CLT_231_in;AP;passagem
CLT_232_in;AL;passagem
CLT_233_in;SC;passagem
CLT_234_in;BA;passagem
CLT_235_in;DF;passagem
CLT_236_in;AP;passagem
CLT_237_in;MS;passagem
CLT_238_in;GO;passagem
CLT_239_in;BA;passagem
CLT_240_in;RO;passagem
CLT_241_in;PI;passagem
CLT_242_in;PE;passagem
CLT_243_in;PI;passagem
CLT_244_in;GO;passagem
CLT_245_in;CE;passagem
CLT_246_in;CE;passagem
CLT_247_in;MA;passagem
CLT_248_in;AM;passagem
CLT_249_in;PR;passagem
CLT_250_in;PB;passagem
CLT_251_in;RR;passagem
CLT_252_in;TO;passagem
CLT_253_in;SE;passagem
CLT_254_in;PB;passagem
CLT_255_in;AP;passagem
CLT_256_in;SP;passagem
CLT_257_in;AL;passagem
CLT_258_in;RS;passagem
CLT_259_in;BA;passagem
CLT_260_in;AC;passagem
CLT_261_in;RJ;passagem
CLT_262_in;MA;passagem
CLT_263_in;RR;passagem
CLT_264_in;ES;passagem
CLT_265_in;SE;passagem
CLT_266_in;SP;passagem
CLT_267_in;PR;passagem
CLT_268_in;RS;passagem
CLT_269_in;SE;passagem
CLT_270_in;RJ;passagem
CLT_271_in;DF;passagem
CLT_272_in;DF;passagem
CLT_273_in;PI;passagem
CLT_274_in;BA;passagem
CLT_275_in;RS;passagem
CLT_276_in;BA;passagem
CLT_277_in;PE;passagem
CLT_278_in;BA;passagem
CLT_279_in;MS;passagem
CLT_280_in;PI;passagem
CLT_281_in;PA;passagem
CLT_282_in;BA;passagem
CLT_283_in;PI;passagem
CLT_284_in;RN;passagem
CLT_285_in;SE;passagem
CLT_286_in;MA;passagem
CLT_287_in;RR;passagem
CLT_288_in;MG;passagem
CLT_289_in;RN;passagem
CLT_290_in;PR;passagem
CLT_291_in;PB;passagem
CLT_292_in;SC;passagem
CLT_293_in;PA;passagem
CLT_294_in;AC;passagem
CLT_295_in;AL;passagem
CLT_296_in;RO;passagem
CLT_297_in;MT;passagem
CLT_298_in;SP;passagem
CLT_299_in;SP;passagem
CLT_300_in;RS;passagem
CLT_301_in;DF;passagem
CLT_302_in;RR;passagem
CLT_303_in;GO;passagem
CLT_304_in;ES;passagem
CLT_305_in;RN;passagem
CLT_306_in;RR;passagem
CLT_307_in;CE;passagem
CLT_308_in;ES;passagem
CLT_309_in;SE;passagem
CLT_310_in;SE;passagem
CLT_311_in;RN;passagem
CLT_312_in;RR;passagem
CLT_313_in;GO;passagem
CLT_314_in;DF;passagem
CLT_315_in;PE;passagem
CLT_316_in;ES;passagem
CLT_317_in;AC;passagem
CLT_318_in;RR;passagem
CLT_319_in;SC;passagem
CLT_320_in;PA;passagem
CLT_321_in;PR;passagem
CLT_322_in;ES;passagem
CLT_323_in;PE;passagem
CLT_324_in;AP;passagem
CLT_325_in;MS;passagem
CLT_326_in;PB;passagem
CLT_327_in;MS;passagem
CLT_328_in;PR;passagem
CLT_329_in;AC;passagem
CLT_330_in;PE;passagem
CLT_331_in;BA;passagem
CLT_332_in;RJ;passagem
CLT_333_in;RR;passagem
CLT_334_in;MT;passagem
CLT_335_in;RR;passagem
CLT_336_in;RJ;passagem
CLT_337_in;RJ;passagem
CLT_338_in;PI;passagem
CLT_339_in;SC;passagem
CLT_340_in;SP;passagem
CLT_341_in;RO;passagem
CLT_342_in;RN;passagem
CLT_343_in;DF;passagem
CLT_344_in;PR;passagem
CLT_345_in;AP;passagem
CLT_346_in;MS;passagem
CLT_347_in;AM;passagem
CLT_348_in;PA;passagem
CLT_349_in;PB;passagem
CLT_350_in;PB;passagem
CLT_351_in;PR;passagem
CLT_352_in;CE;passagem
CLT_353_in;CE;passagem
CLT_354_in;AP;passagem
CLT_355_in;SE;passagem
CLT_356_in;PR;passagem
CLT_357_in;RJ;passagem
CLT_358_in;SE;passagem
CLT_359_in;RO;passagem
CLT_360_in;ES;passagem
CLT_361_in;MA;passagem
CLT_362_in;RJ;passagem
CLT_363_in;AP;passagem
CLT_364_in;CE;passagem
CLT_365_in;MT;passagem
CLT_366_in;DF;passagem
CLT_367_in;SE;passagem
CLT_368_in;ES;passagem
CLT_369_in;TO;passagem
CLT_370_in;RS;passagem
CLT_371_in;SC;passagem
CLT_372_in;RO;passagem
CLT_373_in;RN;passagem
CLT_374_in;AL;passagem
CLT_375_in;AC;passagem
CLT_376_in;MS;passagem
CLT_377_in;AM;passagem
CLT_378_in;GO;passagem
CLT_379_in;SP;passagem
CLT_380_in;RN;passagem
CLT_381_in;RJ;passagem
CLT_382_in;RO;passagem
CLT_383_in;SE;passagem
CLT_384_in;SC;passagem
CLT_385_in;PR;passagem
CLT_386_in;MA;passagem
CLT_387_in;PI;passagem
CLT_388_in;PR;passagem
CLT_389_in;AC;passagem
CLT_390_in;RN;passagem
CLT_391_in;RS;passagem
CLT_392_in;SC;passagem
CLT_393_in;AC;passagem
CLT_394_in;TO;passagem
CLT_395_in;DF;passagem
CLT_396_in;AP;passagem
CLT_397_in;RS;passagem
CLT_398_in;SP;passagem
CLT_399_in;TO;passagem
CLT_400_in;AM;passagem
CLT_401_in;CE;passagem
CLT_402_in;MS;passagem
CLT_403_in;PR;passagem
CLT_404_in;RO;passagem
CLT_405_in;PI;passagem
CLT_406_in;MT;passagem
CLT_407_in;CE;passagem
CLT_408_in;ES;passagem
CLT_409_in;AC;passagem
CLT_410_in;RO;passagem
CLT_411_in;AC;passagem
CLT_412_in;BA;passagem
CLT_413_in;GO;passagem
CLT_414_in;AM;passagem
CLT_415_in;GO;passagem
CLT_416_in;PR;passagem
CLT_417_in;BA;passagem
CLT_418_in;ES;passagem
CLT_419_in;AC;passagem
CLT_420_in;RJ;passagem
CLT_421_in;MT;passagem
CLT_422_in;MG;passagem
CLT_423_in;PA;passagem
CLT_424_in;AM;passagem
CLT_425_in;DF;passagem
CLT_426_in;GO;passagem
CLT_427_in;ES;passagem
CLT_428_in;PE;passagem
CLT_429_in;PB;passagem
CLT_430_in;PB;passagem
CLT_431_in;PA;passagem
CLT_432_in;RS;passagem
CLT_433_in;PR;passagem
CLT_434_in;PR;passagem
CLT_435_in;SE;passagem
CLT_436_in;MA;passagem
CLT_437_in;MT;passagem
CLT_438_in;RS;passagem
CLT_439_in;MS;passagem
CLT_440_in;MT;passagem
CLT_441_in;AC;passagem
CLT_442_in;GO;passagem
CLT_443_in;BA;passagem
CLT_444_in;RS;passagem
CLT_445_in;DF;passagem
CLT_446_in;RN;passagem
CLT_447_in;SC;passagem
CLT_448_in;SE;passagem
CLT_449_in;AL;passagem
CLT_450_in;PI;passagem
CLT_451_in;AM;passagem
CLT_452_in;AL;passagem
CLT_453_in;MG;passagem
CLT_454_in;RJ;passagem
CLT_455_in;CE;passagem
CLT_456_in;RS;passagem
CLT_457_in;DF;passagem
CLT_458_in;RO;passagem
CLT_459_in;AL;passagem
CLT_460_in;ES;passagem
CLT_461_in;BA;passagem
CLT_462_in;PR;passagem
CLT_463_in;CE;passagem
CLT_464_in;GO;passagem
CLT_465_in;MG;passagem
CLT_466_in;DF;passagem
CLT_467_in;AL;passagem
CLT_468_in;MT;passagem
CLT_469_in;ES;passagem
CLT_470_in;CE;passagem
CLT_471_in;MG;passagem
CLT_472_in;MT;passagem
CLT_473_in;DF;passagem
CLT_474_in;RR;passagem
CLT_475_in;RS;passagem
CLT_476_in;AP;passagem
CLT_477_in;SP;passagem
CLT_478_in;AC;passagem
CLT_479_in;CE;passagem
CLT_480_in;RN;passagem
CLT_481_in;MT;passagem
CLT_482_in;PE;passagem
CLT_483_in;SP;passagem
CLT_484_in;GO;passagem
CLT_485_in;MA;passagem
CLT_486_in;RS;passagem
CLT_487_in;TO;passagem
CLT_488_in;RS;passagem
CLT_489_in;SE;passagem
CLT_490_in;RR;passagem
CLT_491_in;RJ;passagem
CLT_492_in;MA;passagem
CLT_493_in;RO;passagem
CLT_494_in;TO;passagem
CLT_495_in;MA;passagem
CLT_496_in;AC;passagem
CLT_497_in;AC;passagem
CLT_498_in;MT;passagem
CLT_499_in;RJ;passagem
SUP_0_out;PA;passagem
SUP_1_out;PE;passagem
SUP_2_out;GO;passagem
SUP_3_out;RN;passagem
SUP_4_out;AM;passagem
SUP_5_out;SP;passagem
SUP_6_out;AL;passagem
SUP_7_out;RO;passagem
SUP_8_out;DF;passagem
SUP_9_out;TO;passagem
FAC_0_out;SE;passagem
FAC_1_out;RR;passagem
FAC_2_out;DF;passagem
FAC_3_out;ES;passagem
FAC_4_out;MA;passagem
FAC_5_out;AM;passagem
FAC_6_out;BA;passagem
FAC_7_out;RJ;passagem
FAC_8_out;AC;passagem
FAC_9_out;ES;passagem
FLT_0_out;RS;passagem
FLT_1_out;MT;passagem
FLT_2_out;RS;passagem
FLT_3_out;RS;passagem
FLT_4_out;AP;passagem
FLT_5_out;AC;passagem
FLT_6_out;AM;passagem
FLT_7_out;GO;passagem
FLT_8_out;SE;passagem
FLT_9_out;SE;passagem
CLT_0_out;PE;demanda
CLT_1_out;CE;demanda
CLT_2_out;PR;demanda
CLT_3_out;RR;demanda
CLT_4_out;PE;demanda
CLT_5_out;SE;demanda
CLT_6_out;RO;demanda
CLT_7_out;MS;demanda
CLT_8_out;GO;demanda
CLT_9_out;MA;demanda
CLT_10_out;RR;demanda
CLT_11_out;RS;demanda
CLT_12_out;PR;demanda
CLT_13_out;PB;demanda
CLT_14_out;AP;demanda
CLT_15_out;RJ;demanda
CLT_16_out;MA;demanda
CLT_17_out;DF;demanda
CLT_18_out;MA;demanda
CLT_19_out;GO;demanda
CLT_20_out;PI;demanda
CLT_21_out;MS;demanda
CLT_22_out;AP;demanda
CLT_23_out;PR;demanda
CLT_24_out;TO;demanda
CLT_25_out;MG;demanda
CLT_26_out;RN;demanda
CLT_27_out;DF;demanda
CLT_28_out;SC;demanda
CLT_29_out;DF;demanda
CLT_30_out;SP;demanda
CLT_31_out;BA;demanda
CLT_32_out;BA;demanda
CLT_33_out;PE;demanda
CLT_34_out;PR;demanda
CLT_35_out;SE;demanda
CLT_36_out;RN;demanda
CLT_37_out;MT;demanda
CLT_38_out;MS;demanda
CLT_39_out;MG;demanda
CLT_40_out;DF;demanda
CLT_41_out;PA;demanda
CLT_42_out;PE;demanda
CLT_43_out;AM;demanda
CLT_44_out;MT;demanda
CLT_45_out;PE;demanda
CLT_46_out;RJ;demanda
CLT_47_out;AL;demanda
CLT_48_out;AM;demanda
CLT_49_out;RR;demanda
CLT_50_out;MT;demanda
CLT_51_out;DF;demanda
CLT_52_out;GO;demanda
CLT_53_out;AC;demanda
CLT_54_out;MT;demanda
CLT_55_out;RR;demanda
CLT_56_out;PA;demanda
CLT_57_out;AP;demanda
CLT_58_out;GO;demanda
CLT_59_out;MT;demanda
CLT_60_out;AP;demanda
CLT_61_out;CE;demanda
CLT_62_out;MA;demanda
CLT_63_out;PA;demanda
CLT_64_out;RJ;demanda
CLT_65_out;CE;demanda
CLT_66_out;DF;demanda
CLT_67_out;PI;demanda
CLT_68_out;MG;demanda
CLT_69_out;AL;demanda
CLT_70_out;RO;demanda
CLT_71_out;TO;demanda
CLT_72_out;GO;demanda
CLT_73_out;CE;demanda
CLT_74_out;GO;demanda
CLT_75_out;RN;demanda
CLT_76_out;PB;demanda
CLT_77_out;RJ;demanda
CLT_78_out;TO;demanda
CLT_79_out;TO;demanda
CLT_80_out;AC;demanda
CLT_81_out;RR;demanda
CLT_82_out;SE;demanda
CLT_83_out;RR;demanda
CLT_84_out;MS;demanda
CLT_85_out;RS;demanda
CLT_86_out;MT;demanda
CLT_87_out;PE;demanda
CLT_88_out;PR;demanda
CLT_89_out;PE;demanda
CLT_90_out;ES;demanda
CLT_91_out;PI;demanda
CLT_92_out;PI;demanda
CLT_93_out;AP;demanda
CLT_94_out;PE;demanda
CLT_95_out;MS;demanda
CLT_96_out;TO;demanda
CLT_97_out;SP;demanda
CLT_98_out;ES;demanda
CLT_99_out;PE;demanda
CLT_100_out;PA;demanda
CLT_101_out;DF;demanda
CLT_102_out;BA;demanda
CLT_103_out;DF;demanda
CLT_104_out;MG;demanda
CLT_105_out;PE;demanda
CLT_106_out;RO;demanda
CLT_107_out;AL;demanda
CLT_108_out;MT;demanda
CLT_109_out;RO;demanda
CLT_110_out;PB;demanda
CLT_111_out;PI;demanda
CLT_112_out;RR;demanda
CLT_113_out;AL;demanda
CLT_114_out;PA;demanda
CLT_115_out;CE;demanda
CLT_116_out;PB;demanda
CLT_117_out;DF;demanda
CLT_118_out;AC;demanda
CLT_119_out;CE;demanda
CLT_120_out;DF;demanda
CLT_121_out;RS;demanda
CLT_122_out;RN;demanda
CLT_123_out;RS;demanda
CLT_124_out;AC;demanda
CLT_125_out;PR;demanda
CLT_126_out;SC;demanda
CLT_127_out;PI;demanda
CLT_128_out;CE;demanda
CLT_129_out;BA;demanda
CLT_130_out;SE;demanda
CLT_131_out;RN;demanda
CLT_132_out;MS;demanda
CLT_133_out;AC;demanda
CLT_134_out;PI;demanda
CLT_135_out;RJ;demanda
CLT_136_out;AC;demanda
CLT_137_out;PI;demanda
CLT_138_out;AM;demanda
CLT_139_out;MT;demanda
CLT_140_out;CE;demanda
CLT_141_out;PE;demanda
CLT_142_out;SC;demanda
CLT_143_out;GO;demanda
CLT_144_out;PI;demanda
CLT_145_out;PI;demanda
CLT_146_out;RJ;demanda
CLT_147_out;RR;demanda
CLT_148_out;SE;demanda
CLT_149_out;AL;demanda
CLT_150_out;BA;demanda
CLT_151_out;AM;demanda
CLT_152_out;BA;demanda
CLT_153_out;PA;demanda
CLT_154_out;RO;demanda
CLT_155_out;PI;demanda
CLT_156_out;SE;demanda
CLT_157_out;RO;demanda
CLT_158_out;AL;demanda
CLT_159_out;CE;demanda
CLT_160_out;GO;demanda
CLT_161_out;RS;demanda
CLT_162_out;ES;demanda
CLT_163_out;RR;demanda
CLT_164_out;SC;demanda
CLT_165_out;PA;demanda
CLT_166_out;AM;demanda
CLT_167_out;PB;demanda
CLT_168_out;GO;demanda
CLT_169_out;ES;demanda
CLT_170_out;AC;demanda
CLT_171_out;MS;demanda
CLT_172_out;AM;demanda
CLT_173_out;RO;demanda
CLT_174_out;GO;demanda
CLT_175_out;AL;demanda
CLT_176_out;CE;demanda
CLT_177_out;SC;demanda
CLT_178_out;PR;demanda
CLT_179_out;ES;demanda
CLT_180_out;PE;demanda
CLT_181_out;PI;demanda
CLT_182_out;AP;demanda
CLT_183_out;BA;demanda
CLT_184_out;RS;demanda
CLT_185_out;AL;demanda
CLT_186_out;MA;demanda
CLT_187_out;RR;demanda
CLT_188_out;BA;demanda
CLT_189_out;RN;demanda
CLT_190_out;AL;demanda
CLT_191_out;MS;demanda
CLT_192_out;AL;demanda
CLT_193_out;PR;demanda
CLT_194_out;MA;demanda
CLT_195_out;MG;demanda
CLT_196_out;PA;demanda
CLT_197_out;PR;demanda
CLT_198_out;MG;demanda
CLT_199_out;AL;demanda
CLT_200_out;SP;demanda
CLT_201_out;ES;demanda
CLT_202_out;TO;demanda
CLT_203_out;AL;demanda
CLT_204_out;MG;demanda
CLT_205_out;MA;demanda
CLT_206_out;SP;demanda
CLT_207_out;SE;demanda
CLT_208_out;GO;demanda
CLT_209_out;PR;demanda
CLT_210_out;RO;demanda
CLT_211_out;MG;demanda
CLT_212_out;RO;demanda
CLT_213_out;AM;demanda
CLT_214_out;BA;demanda
CLT_215_out;TO;demanda
CLT_216_out;MS;demanda
CLT_217_out;TO;demanda
CLT_218_out;CE;demanda
CLT_219_out;RO;demanda
CLT_220_out;SE;demanda
CLT_221_out;TO;demanda
CLT_222_out;AC;demanda
CLT_223_out;RN;demanda
CLT_224_out;PA;demanda
CLT_225_out;CE;demanda
CLT_226_out;RJ;demanda
CLT_227_out;TO;demanda
CLT_228_out;GO;demanda
CLT_229_out;RO;demanda
CLT_230_out;MG;demanda
CLT_231_out;AP;demanda
CLT_232_out;AL;demanda
CLT_233_out;SC;demanda
CLT_234_out;BA;demanda
CLT_235_out;DF;demanda
CLT_236_out;AP;demanda
CLT_237_out;MS;demanda
CLT_238_out;GO;demanda
CLT_239_out;BA;demanda
CLT_240_out;RO;demanda
CLT_241_out;PI;demanda
CLT_242_out;PE;demanda
CLT_243_out;PI;demanda
CLT_244_out;GO;demanda
CLT_245_out;CE;demanda
CLT_246_out;CE;demanda
CLT_247_out;MA;demanda
CLT_248_out;AM;demanda
CLT_249_out;PR;demanda
CLT_250_out;PB;demanda
CLT_251_out;RR;demanda
CLT_252_out;TO;demanda
CLT_253_out;SE;demanda
CLT_254_out;PB;demanda
CLT_255_out;AP;demanda
CLT_256_out;SP;demanda
CLT_257_out;AL;demanda
CLT_258_out;RS;demanda
CLT_259_out;BA;demanda
CLT_260_out;AC;demanda
CLT_261_out;RJ;demanda
CLT_262_out;MA;demanda
CLT_263_out;RR;demanda
CLT_264_out;ES;demanda
CLT_265_out;SE;demanda
CLT_266_out;SP;demanda
CLT_267_out;PR;demanda
CLT_268_out;RS;demanda
CLT_269_out;SE;demanda
CLT_270_out;RJ;demanda
CLT_271_out;DF;demanda
CLT_272_out;DF;demanda
CLT_273_out;PI;demanda
CLT_274_out;BA;demanda
CLT_275_out;RS;demanda
CLT_276_out;BA;demanda
CLT_277_out;PE;demanda
CLT_278_out;BA;demanda
CLT_279_out;MS;demanda
CLT_280_out;PI;demanda
CLT_281_out;PA;demanda
CLT_282_out;BA;demanda
CLT_283_out;PI;demanda
CLT_284_out;RN;demanda
CLT_285_out;SE;demanda
CLT_286_out;MA;demanda
CLT_287_out;RR;demanda
CLT_288_out;MG;demanda
CLT_289_out;RN;demanda
CLT_290_out;PR;demanda
CLT_291_out;PB;demanda
CLT_292_out;SC;demanda
CLT_293_out;PA;demanda
CLT_294_out;AC;demanda
CLT_295_out;AL;demanda
CLT_296_out;RO;demanda
CLT_297_out;MT;demanda
CLT_298_out;SP;demanda
CLT_299_out;SP;demanda
CLT_300_out;RS;demanda
CLT_301_out;DF;demanda
CLT_302_out;RR;demanda
CLT_303_out;GO;demanda
CLT_304_out;ES;demanda
CLT_305_out;RN;demanda
CLT_306_out;RR;demanda
CLT_307_out;CE;demanda
CLT_308_out;ES;demanda
CLT_309_out;SE;demanda
CLT_310_out;SE;demanda
CLT_311_out;RN;demanda
CLT_312_out;RR;demanda
CLT_313_out;GO;demanda
CLT_314_out;DF;demanda
CLT_315_out;PE;demanda
CLT_316_out;ES;demanda
CLT_317_out;AC;demanda
CLT_318_out;RR;demanda
CLT_319_out;SC;demanda
CLT_320_out;PA;demanda
CLT_321_out;PR;demanda
CLT_322_out;ES;demanda
CLT_323_out;PE;demanda
CLT_324_out;AP;demanda
CLT_325_out;MS;demanda
CLT_326_out;PB;demanda
CLT_327_out;MS;demanda
CLT_328_out;PR;demanda
CLT_329_out;AC;demanda
CLT_330_out;PE;demanda
CLT_331_out;BA;demanda
CLT_332_out;RJ;demanda
CLT_333_out;RR;demanda
CLT_334_out;MT;demanda
CLT_335_out;RR;demanda
CLT_336_out;RJ;demanda
CLT_337_out;RJ;demanda
CLT_338_out;PI;demanda
CLT_339_out;SC;demanda
CLT_340_out;SP;demanda
CLT_341_out;RO;demanda
CLT_342_out;RN;demanda
CLT_343_out;DF;demanda
CLT_344_out;PR;demanda
CLT_345_out;AP;demanda
CLT_346_out;MS;demanda
CLT_347_out;AM;demanda
CLT_348_out;PA;demanda
CLT_349_out;PB;demanda
CLT_350_out;PB;demanda
CLT_351_out;PR;demanda
CLT_352_out;CE;demanda
CLT_353_out;CE;demanda
CLT_354_out;AP;demanda
CLT_355_out;SE;demanda
CLT_356_out;PR;demanda
CLT_357_out;RJ;demanda
CLT_358_out;SE;demanda
CLT_359_out;RO;demanda
CLT_360_out;ES;demanda
CLT_361_out;MA;demanda
CLT_362_out;RJ;demanda
CLT_363_out;AP;demanda
CLT_364_out;CE;demanda
CLT_365_out;MT;demanda
CLT_366_out;DF;demanda
CLT_367_out;SE;demanda
CLT_368_out;ES;demanda
CLT_369_out;TO;demanda
