tipo_de_arco;i;j;s;a;b;c;m;n
location;SUP_1_in;SUP_1_out;2;24386;98;1000000.0;0;0
location;SUP_1_in;SUP_1_out;3;24386;15;1000000.0;0;0
location;SUP_1_in;SUP_1_out;4;24386;74;1000000.0;0;0
location;SUP_1_in;SUP_1_out;5;24386;11;1000000.0;0;0
location;SUP_1_in;SUP_1_out;6;24386;92;1000000.0;0;0
location;SUP_1_in;SUP_1_out;7;24386;50;1000000.0;0;0
location;SUP_1_in;SUP_1_out;8;24386;38;1000000.0;0;0
location;SUP_1_in;SUP_1_out;9;24386;51;1000000.0;0;0
location;SUP_1_in;SUP_1_out;10;24386;97;1000000.0;0;0
location;SUP_1_in;SUP_1_out;11;24386;66;1000000.0;0;0
location;SUP_1_in;SUP_1_out;12;24386;88;1000000.0;0;0
location;SUP_1_in;SUP_1_out;13;24386;75;1000000.0;0;0
location;SUP_1_in;SUP_1_out;14;24386;64;1000000.0;0;0
location;SUP_1_in;SUP_1_out;15;24386;10;1000000.0;0;0
location;SUP_1_in;SUP_1_out;16;24386;12;1000000.0;0;0
location;SUP_1_in;SUP_1_out;17;24386;85;1000000.0;0;0
location;SUP_1_in;SUP_1_out;18;24386;91;1000000.0;0;0
location;SUP_1_in;SUP_1_out;19;24386;92;1000000.0;0;0
location;SUP_1_in;SUP_1_out;20;24386;84;1000000.0;0;0
location;SUP_1_in;SUP_1_out;21;24386;47;1000000.0;0;0
location;SUP_1_in;SUP_1_out;22;24386;84;1000000.0;0;0
location;SUP_1_in;SUP_1_out;23;24386;86;1000000.0;0;0
location;SUP_1_in;SUP_1_out;24;24386;36;1000000.0;0;0
location;SUP_1_in;SUP_1_out;25;24386;29;1000000.0;0;0
location;SUP_1_in;SUP_1_out;26;24386;61;1000000.0;0;0
location;SUP_1_in;SUP_1_out;27;24386;57;1000000.0;0;0
location;SUP_1_in;SUP_1_out;28;24386;58;1000000.0;0;0
location;SUP_1_in;SUP_1_out;29;24386;36;1000000.0;0;0
location;SUP_1_in;SUP_1_out;30;24386;90;1000000.0;0;0
location;SUP_1_in;SUP_1_out;31;24386;95;1000000.0;0;0
location;SUP_1_in;SUP_1_out;32;24386;29;1000000.0;0;0
location;SUP_1_in;SUP_1_out;33;24386;35;1000000.0;0;0
location;SUP_1_in;SUP_1_out;34;24386;96;1000000.0;0;0
location;SUP_1_in;SUP_1_out;35;24386;17;1000000.0;0;0
location;SUP_1_in;SUP_1_out;36;24386;80;1000000.0;0;0
location;SUP_1_in;SUP_1_out;37;24386;97;1000000.0;0;0
location;SUP_1_in;SUP_1_out;38;24386;68;1000000.0;0;0
location;SUP_1_in;SUP_1_out;39;24386;54;1000000.0;0;0
location;SUP_1_in;SUP_1_out;40;24386;54;1000000.0;0;0
location;SUP_1_in;SUP_1_out;41;24386;26;1000000.0;0;0
location;SUP_1_in;SUP_1_out;42;24386;41;1000000.0;0;0
location;SUP_1_in;SUP_1_out;43;24386;97;1000000.0;0;0
location;SUP_1_in;SUP_1_out;44;24386;55;1000000.0;0;0
location;SUP_1_in;SUP_1_out;45;24386;12;1000000.0;0;0
location;SUP_1_in;SUP_1_out;46;24386;79;1000000.0;0;0
location;SUP_1_in;SUP_1_out;47;24386;85;1000000.0;0;0
location;SUP_1_in;SUP_1_out;48;24386;38;1000000.0;0;0
location;SUP_1_in;SUP_1_out;49;24386;67;1000000.0;0;0
location;SUP_2_in;SUP_2_out;0;50327;66;1000000.0;0;0
location;SUP_2_in;SUP_2_out;1;50327;69;1000000.0;0;0
location;SUP_2_in;SUP_2_out;2;50327;87;1000000.0;0;0
location;SUP_2_in;SUP_2_out;3;50327;89;1000000.0;0;0
location;SUP_2_in;SUP_2_out;4;50327;80;1000000.0;0;0
location;SUP_2_in;SUP_2_out;5;50327;62;1000000.0;0;0
location;SUP_2_in;SUP_2_out;6;50327;38;1000000.0;0;0
location;SUP_2_in;SUP_2_out;7;50327;53;1000000.0;0;0
location;SUP_2_in;SUP_2_out;8;50327;61;1000000.0;0;0
location;SUP_2_in;SUP_2_out;9;50327;32;1000000.0;0;0
location;SUP_2_in;SUP_2_out;10;50327;88;1000000.0;0;0
location;SUP_2_in;SUP_2_out;11;50327;56;1000000.0;0;0
location;SUP_2_in;SUP_2_out;12;50327;96;1000000.0;0;0
location;SUP_2_in;SUP_2_out;13;50327;62;1000000.0;0;0
location;SUP_2_in;SUP_2_out;14;50327;85;1000000.0;0;0
location;SUP_2_in;SUP_2_out;15;50327;35;1000000.0;0;0
location;SUP_2_in;SUP_2_out;16;50327;20;1000000.0;0;0
location;SUP_2_in;SUP_2_out;17;50327;56;1000000.0;0;0
location;SUP_2_in;SUP_2_out;18;50327;77;1000000.0;0;0
location;SUP_2_in;SUP_2_out;19;50327;71;1000000.0;0;0
location;SUP_2_in;SUP_2_out;20;50327;42;1000000.0;0;0
location;SUP_2_in;SUP_2_out;21;50327;55;1000000.0;0;0
location;SUP_2_in;SUP_2_out;22;50327;90;1000000.0;0;0
location;SUP_2_in;SUP_2_out;23;50327;22;1000000.0;0;0
location;SUP_2_in;SUP_2_out;24;50327;84;1000000.0;0;0
location;SUP_2_in;SUP_2_out;25;50327;72;1000000.0;0;0
location;SUP_2_in;SUP_2_out;26;50327;17;1000000.0;0;0
location;SUP_2_in;SUP_2_out;27;50327;16;1000000.0;0;0
location;SUP_2_in;SUP_2_out;28;50327;90;1000000.0;0;0
location;SUP_2_in;SUP_2_out;29;50327;72;1000000.0;0;0
location;SUP_2_in;SUP_2_out;30;50327;45;1000000.0;0;0
location;SUP_2_in;SUP_2_out;31;50327;46;1000000.0;0;0
location;SUP_2_in;SUP_2_out;32;50327;27;1000000.0;0;0
location;SUP_2_in;SUP_2_out;33;50327;67;1000000.0;0;0
location;SUP_2_in;SUP_2_out;34;50327;15;1000000.0;0;0
location;SUP_2_in;SUP_2_out;35;50327;89;1000000.0;0;0
location;SUP_2_in;SUP_2_out;36;50327;81;1000000.0;0;0
location;SUP_2_in;SUP_2_out;37;50327;80;1000000.0;0;0
location;SUP_2_in;SUP_2_out;38;50327;70;1000000.0;0;0
location;SUP_2_in;SUP_2_out;39;50327;81;1000000.0;0;0
location;SUP_2_in;SUP_2_out;40;50327;82;1000000.0;0;0
location;SUP_2_in;SUP_2_out;41;50327;32;1000000.0;0;0
location;SUP_2_in;SUP_2_out;42;50327;47;1000000.0;0;0
location;SUP_2_in;SUP_2_out;43;50327;79;1000000.0;0;0
location;SUP_2_in;SUP_2_out;44;50327;95;1000000.0;0;0
location;SUP_2_in;SUP_2_out;45;50327;15;1000000.0;0;0
location;SUP_2_in;SUP_2_out;46;50327;70;1000000.0;0;0
location;SUP_2_in;SUP_2_out;47;50327;47;1000000.0;0;0
location;SUP_2_in;SUP_2_out;48;50327;87;1000000.0;0;0
location;SUP_2_in;SUP_2_out;49;50327;55;1000000.0;0;0
location;SUP_3_in;SUP_3_out;0;64742;86;1000000.0;0;0
location;SUP_3_in;SUP_3_out;1;64742;32;1000000.0;0;0
location;SUP_3_in;SUP_3_out;2;64742;94;1000000.0;0;0
location;SUP_3_in;SUP_3_out;3;64742;76;1000000.0;0;0
location;SUP_3_in;SUP_3_out;4;64742;69;1000000.0;0;0
location;SUP_3_in;SUP_3_out;5;64742;68;1000000.0;0;0
location;SUP_3_in;SUP_3_out;6;64742;42;1000000.0;0;0
location;SUP_3_in;SUP_3_out;7;64742;40;1000000.0;0;0
location;SUP_3_in;SUP_3_out;8;64742;19;1000000.0;0;0
location;SUP_3_in;SUP_3_out;9;64742;35;1000000.0;0;0
location;SUP_3_in;SUP_3_out;10;64742;65;1000000.0;0;0
location;SUP_3_in;SUP_3_out;11;64742;90;1000000.0;0;0
location;SUP_3_in;SUP_3_out;12;64742;30;1000000.0;0;0
location;SUP_3_in;SUP_3_out;13;64742;75;1000000.0;0;0
location;SUP_3_in;SUP_3_out;14;64742;73;1000000.0;0;0
location;SUP_3_in;SUP_3_out;15;64742;51;1000000.0;0;0
location;SUP_3_in;SUP_3_out;16;64742;57;1000000.0;0;0
location;SUP_3_in;SUP_3_out;17;64742;86;1000000.0;0;0
location;SUP_3_in;SUP_3_out;18;64742;47;1000000.0;0;0
location;SUP_3_in;SUP_3_out;19;64742;61;1000000.0;0;0
location;SUP_3_in;SUP_3_out;20;64742;34;1000000.0;0;0
location;SUP_3_in;SUP_3_out;21;64742;17;1000000.0;0;0
location;SUP_3_in;SUP_3_out;22;64742;80;1000000.0;0;0
location;SUP_3_in;SUP_3_out;23;64742;76;1000000.0;0;0
location;SUP_3_in;SUP_3_out;24;64742;71;1000000.0;0;0
location;SUP_3_in;SUP_3_out;25;64742;19;1000000.0;0;0
location;SUP_3_in;SUP_3_out;26;64742;96;1000000.0;0;0
location;SUP_3_in;SUP_3_out;27;64742;39;1000000.0;0;0
location;SUP_3_in;SUP_3_out;28;64742;92;1000000.0;0;0
location;SUP_3_in;SUP_3_out;29;64742;23;1000000.0;0;0
location;SUP_3_in;SUP_3_out;30;64742;14;1000000.0;0;0
location;SUP_3_in;SUP_3_out;31;64742;21;1000000.0;0;0
location;SUP_3_in;SUP_3_out;32;64742;31;1000000.0;0;0
location;SUP_3_in;SUP_3_out;33;64742;90;1000000.0;0;0
location;SUP_3_in;SUP_3_out;34;64742;41;1000000.0;0;0
location;SUP_3_in;SUP_3_out;35;64742;81;1000000.0;0;0
location;SUP_3_in;SUP_3_out;36;64742;76;1000000.0;0;0
location;SUP_3_in;SUP_3_out;37;64742;46;1000000.0;0;0
location;SUP_3_in;SUP_3_out;38;64742;21;1000000.0;0;0
location;SUP_3_in;SUP_3_out;39;64742;52;1000000.0;0;0
location;SUP_3_in;SUP_3_out;40;64742;59;1000000.0;0;0
location;SUP_3_in;SUP_3_out;41;64742;56;1000000.0;0;0
location;SUP_3_in;SUP_3_out;42;64742;27;1000000.0;0;0
location;SUP_3_in;SUP_3_out;43;64742;40;1000000.0;0;0
location;SUP_3_in;SUP_3_out;44;64742;11;1000000.0;0;0
location;SUP_3_in;SUP_3_out;45;64742;59;1000000.0;0;0
location;SUP_3_in;SUP_3_out;46;64742;44;1000000.0;0;0
location;SUP_3_in;SUP_3_out;47;64742;72;1000000.0;0;0
location;SUP_3_in;SUP_3_out;48;64742;28;1000000.0;0;0
location;SUP_3_in;SUP_3_out;49;64742;31;1000000.0;0;0
location;SUP_4_in;SUP_4_out;0;59627;76;1000000.0;0;0
location;SUP_4_in;SUP_4_out;1;59627;22;1000000.0;0;0
location;SUP_4_in;SUP_4_out;2;59627;27;1000000.0;0;0
location;SUP_4_in;SUP_4_out;3;59627;28;1000000.0;0;0
location;SUP_4_in;SUP_4_out;4;59627;32;1000000.0;0;0
location;SUP_4_in;SUP_4_out;5;59627;38;1000000.0;0;0
location;SUP_4_in;SUP_4_out;6;59627;50;1000000.0;0;0
location;SUP_4_in;SUP_4_out;7;59627;98;1000000.0;0;0
location;SUP_4_in;SUP_4_out;8;59627;55;1000000.0;0;0
location;SUP_4_in;SUP_4_out;9;59627;16;1000000.0;0;0
location;SUP_4_in;SUP_4_out;10;59627;39;1000000.0;0;0
location;SUP_4_in;SUP_4_out;11;59627;28;1000000.0;0;0
location;SUP_4_in;SUP_4_out;12;59627;10;1000000.0;0;0
location;SUP_4_in;SUP_4_out;13;59627;78;1000000.0;0;0
location;SUP_4_in;SUP_4_out;14;59627;68;1000000.0;0;0
location;SUP_4_in;SUP_4_out;15;59627;91;1000000.0;0;0
location;SUP_4_in;SUP_4_out;16;59627;39;1000000.0;0;0
location;SUP_4_in;SUP_4_out;17;59627;71;1000000.0;0;0
location;SUP_4_in;SUP_4_out;18;59627;78;1000000.0;0;0
location;SUP_4_in;SUP_4_out;19;59627;15;1000000.0;0;0
location;SUP_4_in;SUP_4_out;20;59627;43;1000000.0;0;0
location;SUP_4_in;SUP_4_out;21;59627;80;1000000.0;0;0
location;SUP_4_in;SUP_4_out;22;59627;48;1000000.0;0;0
location;SUP_4_in;SUP_4_out;23;59627;88;1000000.0;0;0
location;SUP_4_in;SUP_4_out;24;59627;30;1000000.0;0;0
location;SUP_4_in;SUP_4_out;25;59627;16;1000000.0;0;0
location;SUP_4_in;SUP_4_out;26;59627;73;1000000.0;0;0
location;SUP_4_in;SUP_4_out;27;59627;35;1000000.0;0;0
location;SUP_4_in;SUP_4_out;28;59627;24;1000000.0;0;0
location;SUP_4_in;SUP_4_out;29;59627;73;1000000.0;0;0
location;SUP_4_in;SUP_4_out;30;59627;72;1000000.0;0;0
location;SUP_4_in;SUP_4_out;31;59627;75;1000000.0;0;0
location;SUP_4_in;SUP_4_out;32;59627;91;1000000.0;0;0
location;SUP_4_in;SUP_4_out;33;59627;80;1000000.0;0;0
location;SUP_4_in;SUP_4_out;34;59627;93;1000000.0;0;0
location;SUP_4_in;SUP_4_out;35;59627;83;1000000.0;0;0
location;SUP_4_in;SUP_4_out;36;59627;92;1000000.0;0;0
location;SUP_4_in;SUP_4_out;37;59627;41;1000000.0;0;0
location;SUP_4_in;SUP_4_out;38;59627;81;1000000.0;0;0
location;SUP_4_in;SUP_4_out;39;59627;90;1000000.0;0;0
location;SUP_4_in;SUP_4_out;40;59627;44;1000000.0;0;0
location;SUP_4_in;SUP_4_out;41;59627;37;1000000.0;0;0
location;SUP_4_in;SUP_4_out;42;59627;81;1000000.0;0;0
location;SUP_4_in;SUP_4_out;43;59627;87;1000000.0;0;0
location;SUP_4_in;SUP_4_out;44;59627;39;1000000.0;0;0
location;SUP_4_in;SUP_4_out;45;59627;11;1000000.0;0;0
location;SUP_4_in;SUP_4_out;46;59627;69;1000000.0;0;0
location;SUP_4_in;SUP_4_out;47;59627;47;1000000.0;0;0
location;SUP_4_in;SUP_4_out;48;59627;13;1000000.0;0;0
location;SUP_4_in;SUP_4_out;49;59627;93;1000000.0;0;0
location;SUP_5_in;SUP_5_out;0;94178;94;1000000.0;0;0
location;SUP_5_in;SUP_5_out;1;94178;86;1000000.0;0;0
location;SUP_5_in;SUP_5_out;2;94178;79;1000000.0;0;0
location;SUP_5_in;SUP_5_out;3;94178;44;1000000.0;0;0
location;SUP_5_in;SUP_5_out;4;94178;29;1000000.0;0;0
location;SUP_5_in;SUP_5_out;5;94178;52;1000000.0;0;0
location;SUP_5_in;SUP_5_out;6;94178;45;1000000.0;0;0
location;SUP_5_in;SUP_5_out;7;94178;51;1000000.0;0;0
location;SUP_5_in;SUP_5_out;8;94178;90;1000000.0;0;0
location;SUP_5_in;SUP_5_out;9;94178;65;1000000.0;0;0
location;SUP_5_in;SUP_5_out;10;94178;17;1000000.0;0;0
location;SUP_5_in;SUP_5_out;11;94178;44;1000000.0;0;0
location;SUP_5_in;SUP_5_out;12;94178;85;1000000.0;0;0
location;SUP_5_in;SUP_5_out;13;94178;86;1000000.0;0;0
location;SUP_5_in;SUP_5_out;14;94178;11;1000000.0;0;0
location;SUP_5_in;SUP_5_out;15;94178;46;1000000.0;0;0
location;SUP_5_in;SUP_5_out;16;94178;44;1000000.0;0;0
location;SUP_5_in;SUP_5_out;17;94178;68;1000000.0;0;0
location;SUP_5_in;SUP_5_out;18;94178;82;1000000.0;0;0
location;SUP_5_in;SUP_5_out;19;94178;15;1000000.0;0;0
location;SUP_5_in;SUP_5_out;20;94178;69;1000000.0;0;0
location;SUP_5_in;SUP_5_out;21;94178;78;1000000.0;0;0
location;SUP_5_in;SUP_5_out;22;94178;42;1000000.0;0;0
location;SUP_5_in;SUP_5_out;23;94178;83;1000000.0;0;0
location;SUP_5_in;SUP_5_out;24;94178;31;1000000.0;0;0
location;SUP_5_in;SUP_5_out;25;94178;39;1000000.0;0;0
location;SUP_5_in;SUP_5_out;26;94178;99;1000000.0;0;0
location;SUP_5_in;SUP_5_out;27;94178;75;1000000.0;0;0
location;SUP_5_in;SUP_5_out;28;94178;51;1000000.0;0;0
location;SUP_5_in;SUP_5_out;29;94178;34;1000000.0;0;0
location;SUP_5_in;SUP_5_out;30;94178;71;1000000.0;0;0
location;SUP_5_in;SUP_5_out;31;94178;50;1000000.0;0;0
location;SUP_5_in;SUP_5_out;32;94178;94;1000000.0;0;0
location;SUP_5_in;SUP_5_out;33;94178;58;1000000.0;0;0
location;SUP_5_in;SUP_5_out;34;94178;98;1000000.0;0;0
location;SUP_5_in;SUP_5_out;35;94178;99;1000000.0;0;0
location;SUP_5_in;SUP_5_out;36;94178;64;1000000.0;0;0
location;SUP_5_in;SUP_5_out;37;94178;88;1000000.0;0;0
location;SUP_5_in;SUP_5_out;38;94178;25;1000000.0;0;0
location;SUP_5_in;SUP_5_out;39;94178;13;1000000.0;0;0
location;SUP_5_in;SUP_5_out;40;94178;57;1000000.0;0;0
location;SUP_5_in;SUP_5_out;41;94178;11;1000000.0;0;0
location;SUP_5_in;SUP_5_out;42;94178;74;1000000.0;0;0
location;SUP_5_in;SUP_5_out;43;94178;43;1000000.0;0;0
location;SUP_5_in;SUP_5_out;44;94178;42;1000000.0;0;0
location;SUP_5_in;SUP_5_out;45;94178;29;1000000.0;0;0
location;SUP_5_in;SUP_5_out;46;94178;73;1000000.0;0;0
location;SUP_5_in;SUP_5_out;47;94178;94;1000000.0;0;0
location;SUP_5_in;SUP_5_out;48;94178;60;1000000.0;0;0
location;SUP_5_in;SUP_5_out;49;94178;82;1000000.0;0;0
location;SUP_6_in;SUP_6_out;0;54615;15;1000000.0;0;0
location;SUP_6_in;SUP_6_out;1;54615;99;1000000.0;0;0
location;SUP_6_in;SUP_6_out;2;54615;64;1000000.0;0;0
location;SUP_6_in;SUP_6_out;3;54615;72;1000000.0;0;0
location;SUP_6_in;SUP_6_out;4;54615;18;1000000.0;0;0
location;SUP_6_in;SUP_6_out;5;54615;38;1000000.0;0;0
location;SUP_6_in;SUP_6_out;6;54615;36;1000000.0;0;0
location;SUP_6_in;SUP_6_out;7;54615;71;1000000.0;0;0
location;SUP_6_in;SUP_6_out;8;54615;10;1000000.0;0;0
location;SUP_6_in;SUP_6_out;9;54615;87;1000000.0;0;0
location;SUP_6_in;SUP_6_out;10;54615;14;1000000.0;0;0
location;SUP_6_in;SUP_6_out;11;54615;94;1000000.0;0;0
location;SUP_6_in;SUP_6_out;12;54615;57;1000000.0;0;0
location;SUP_6_in;SUP_6_out;13;54615;14;1000000.0;0;0
location;SUP_6_in;SUP_6_out;14;54615;89;1000000.0;0;0
location;SUP_6_in;SUP_6_out;15;54615;56;1000000.0;0;0
location;SUP_6_in;SUP_6_out;16;54615;62;1000000.0;0;0
location;SUP_6_in;SUP_6_out;17;54615;96;1000000.0;0;0
location;SUP_6_in;SUP_6_out;18;54615;68;1000000.0;0;0
location;SUP_6_in;SUP_6_out;19;54615;77;1000000.0;0;0
location;SUP_6_in;SUP_6_out;20;54615;69;1000000.0;0;0
location;SUP_6_in;SUP_6_out;21;54615;75;1000000.0;0;0
location;SUP_6_in;SUP_6_out;22;54615;44;1000000.0;0;0
location;SUP_6_in;SUP_6_out;23;54615;30;1000000.0;0;0
location;SUP_6_in;SUP_6_out;24;54615;41;1000000.0;0;0
location;SUP_6_in;SUP_6_out;25;54615;23;1000000.0;0;0
location;SUP_6_in;SUP_6_out;26;54615;73;1000000.0;0;0
location;SUP_6_in;SUP_6_out;27;54615;57;1000000.0;0;0
location;SUP_6_in;SUP_6_out;28;54615;66;1000000.0;0;0
location;SUP_6_in;SUP_6_out;29;54615;46;1000000.0;0;0
location;SUP_6_in;SUP_6_out;30;54615;34;1000000.0;0;0
location;SUP_6_in;SUP_6_out;31;54615;17;1000000.0;0;0
location;SUP_6_in;SUP_6_out;32;54615;23;1000000.0;0;0
location;SUP_6_in;SUP_6_out;33;54615;41;1000000.0;0;0
location;SUP_6_in;SUP_6_out;34;54615;67;1000000.0;0;0
location;SUP_6_in;SUP_6_out;35;54615;93;1000000.0;0;0
location;SUP_6_in;SUP_6_out;36;54615;86;1000000.0;0;0
location;SUP_6_in;SUP_6_out;37;54615;76;1000000.0;0;0
location;SUP_6_in;SUP_6_out;38;54615;20;1000000.0;0;0
location;SUP_6_in;SUP_6_out;39;54615;94;1000000.0;0;0
location;SUP_6_in;SUP_6_out;40;54615;78;1000000.0;0;0
location;SUP_6_in;SUP_6_out;41;54615;28;1000000.0;0;0
location;SUP_6_in;SUP_6_out;42;54615;98;1000000.0;0;0
location;SUP_6_in;SUP_6_out;43;54615;34;1000000.0;0;0
location;SUP_6_in;SUP_6_out;44;54615;26;1000000.0;0;0
location;SUP_6_in;SUP_6_out;45;54615;80;1000000.0;0;0
location;SUP_6_in;SUP_6_out;46;54615;64;1000000.0;0;0
location;SUP_6_in;SUP_6_out;47;54615;20;1000000.0;0;0
location;SUP_6_in;SUP_6_out;48;54615;72;1000000.0;0;0
location;SUP_6_in;SUP_6_out;49;54615;97;1000000.0;0;0
location;SUP_7_in;SUP_7_out;0;84006;40;1000000.0;0;0
location;SUP_7_in;SUP_7_out;1;84006;40;1000000.0;0;0
location;SUP_7_in;SUP_7_out;2;84006;76;1000000.0;0;0
location;SUP_7_in;SUP_7_out;3;84006;47;1000000.0;0;0
location;SUP_7_in;SUP_7_out;4;84006;88;1000000.0;0;0
location;SUP_7_in;SUP_7_out;5;84006;46;1000000.0;0;0
location;SUP_7_in;SUP_7_out;6;84006;17;1000000.0;0;0
location;SUP_7_in;SUP_7_out;7;84006;85;1000000.0;0;0
location;SUP_7_in;SUP_7_out;8;84006;11;1000000.0;0;0
location;SUP_7_in;SUP_7_out;9;84006;66;1000000.0;0;0
location;SUP_7_in;SUP_7_out;10;84006;66;1000000.0;0;0
location;SUP_7_in;SUP_7_out;11;84006;78;1000000.0;0;0
location;SUP_7_in;SUP_7_out;12;84006;80;1000000.0;0;0
location;SUP_7_in;SUP_7_out;13;84006;53;1000000.0;0;0
location;SUP_7_in;SUP_7_out;14;84006;44;1000000.0;0;0
location;SUP_7_in;SUP_7_out;15;84006;37;1000000.0;0;0
location;SUP_7_in;SUP_7_out;16;84006;87;1000000.0;0;0
location;SUP_7_in;SUP_7_out;17;84006;56;1000000.0;0;0
location;SUP_7_in;SUP_7_out;18;84006;15;1000000.0;0;0
location;SUP_7_in;SUP_7_out;19;84006;88;1000000.0;0;0
location;SUP_7_in;SUP_7_out;20;84006;95;1000000.0;0;0
location;SUP_7_in;SUP_7_out;21;84006;46;1000000.0;0;0
location;SUP_7_in;SUP_7_out;22;84006;44;1000000.0;0;0
location;SUP_7_in;SUP_7_out;23;84006;17;1000000.0;0;0
location;SUP_7_in;SUP_7_out;24;84006;12;1000000.0;0;0
location;SUP_7_in;SUP_7_out;25;84006;87;1000000.0;0;0
location;SUP_7_in;SUP_7_out;26;84006;60;1000000.0;0;0
location;SUP_7_in;SUP_7_out;27;84006;91;1000000.0;0;0
location;SUP_7_in;SUP_7_out;28;84006;94;1000000.0;0;0
location;SUP_7_in;SUP_7_out;29;84006;67;1000000.0;0;0
location;SUP_7_in;SUP_7_out;30;84006;38;1000000.0;0;0
location;SUP_7_in;SUP_7_out;31;84006;97;1000000.0;0;0
location;SUP_7_in;SUP_7_out;32;84006;48;1000000.0;0;0
location;SUP_7_in;SUP_7_out;33;84006;42;1000000.0;0;0
location;SUP_7_in;SUP_7_out;34;84006;66;1000000.0;0;0
location;SUP_7_in;SUP_7_out;35;84006;69;1000000.0;0;0
location;SUP_7_in;SUP_7_out;36;84006;87;1000000.0;0;0
location;SUP_7_in;SUP_7_out;37;84006;32;1000000.0;0;0
location;SUP_7_in;SUP_7_out;38;84006;24;1000000.0;0;0
location;SUP_7_in;SUP_7_out;39;84006;89;1000000.0;0;0
location;SUP_7_in;SUP_7_out;40;84006;70;1000000.0;0;0
location;SUP_7_in;SUP_7_out;41;84006;86;1000000.0;0;0
location;SUP_7_in;SUP_7_out;42;84006;12;1000000.0;0;0
location;SUP_7_in;SUP_7_out;43;84006;45;1000000.0;0;0
location;SUP_7_in;SUP_7_out;44;84006;25;1000000.0;0;0
location;SUP_7_in;SUP_7_out;45;84006;46;1000000.0;0;0
location;SUP_7_in;SUP_7_out;46;84006;69;1000000.0;0;0
location;SUP_7_in;SUP_7_out;47;84006;15;1000000.0;0;0
